"Player","Team","Position","Type","Team","Bid","Pr","Grp/Max","Date (PST)","Week"
"Hunter Long","MIA","TE","Claim","(JoZa) Oh Captain My Captain Kirk","1.00","1","1/99","Sun Aug 29, 2021, 5:21PM","1"
"Ernest Jones","LAR","LB","Claim","(JoZa) Oh Captain My Captain Kirk","1.00","1","1/99","Sun Aug 29, 2021, 5:21PM","1"
"Elijah Moore","NYJ","WR","Claim","(JoZa) Oh Captain My Captain Kirk","8.00","1","1/99","Sun Aug 29, 2021, 5:21PM","1"
"Dallas Goedert","PHI","TE","Claim","(JoZa) Oh Captain My Captain Kirk","35.00","1","1/99","Sun Aug 29, 2021, 5:21PM","1"
"Alvin Kamara","NO","RB","Claim","(RIDD)Remember this Asian nations HS QB","215.00","1","1/99","Sun Aug 29, 2021, 5:20PM","1"
"Vonn Bell","CIN","DB","Claim","(RIDD)Remember this Asian nations HS QB","8.00","1","1/99","Sun Aug 29, 2021, 5:18PM","1"
"Tyreek Hill","KC","WR","Claim","(RIDD)Remember this Asian nations HS QB","250.00","1","1/99","Sun Aug 29, 2021, 5:18PM","1"
"Tyler Bass","BUF","K","Claim","(RIDD)Remember this Asian nations HS QB","3.00","1","1/99","Sun Aug 29, 2021, 5:18PM","1"
"Trevor Lawrence","JAX","QB","Claim","(RIDD)Remember this Asian nations HS QB","29.00","1","1/99","Sun Aug 29, 2021, 5:18PM","1"
"Roquan Smith","CHI","LB","Claim","(RIDD)Remember this Asian nations HS QB","31.00","1","1/99","Sun Aug 29, 2021, 5:18PM","1"
"Pete Werner","NO","LB","Claim","(RIDD)Remember this Asian nations HS QB","1.00","1","1/99","Sun Aug 29, 2021, 5:17PM","1"
"Najee Harris","PIT","RB","Claim","(RIDD)Remember this Asian nations HS QB","25.00","1","1/99","Sun Aug 29, 2021, 5:17PM","1"
"Logan Thomas","WAS","TE","Claim","(RIDD)Remember this Asian nations HS QB","38.00","1","1/99","Sun Aug 29, 2021, 5:17PM","1"
"Kyle Trask","TB","QB","Claim","(RIDD)Remember this Asian nations HS QB","4.00","1","1/99","Sun Aug 29, 2021, 5:17PM","1"
"Josh Reynolds","TEN/DET","WR","Claim","(RIDD)Remember this Asian nations HS QB","1.00","1","1/99","Sun Aug 29, 2021, 5:16PM","1"
"Jevon Holland","MIA","DB","Claim","(RIDD)Remember this Asian nations HS QB","1.00","1","1/99","Sun Aug 29, 2021, 5:15PM","1"
"Jaylon Smith","DAL/GB/NYG","LB","Claim","(RIDD)Remember this Asian nations HS QB","2.00","1","1/99","Sun Aug 29, 2021, 5:15PM","1"
"Jared Cook","LAC","TE","Claim","(RIDD)Remember this Asian nations HS QB","7.00","1","1/99","Sun Aug 29, 2021, 5:15PM","1"
"J.J. Watt","ARI","DL","Claim","(RIDD)Remember this Asian nations HS QB","3.00","1","1/99","Sun Aug 29, 2021, 5:15PM","1"
"Evan Engram","NYG","TE","Claim","(RIDD)Remember this Asian nations HS QB","6.00","1","1/99","Sun Aug 29, 2021, 5:15PM","1"
"Eric Kendricks","MIN","LB","Claim","(RIDD)Remember this Asian nations HS QB","3.00","1","1/99","Sun Aug 29, 2021, 5:15PM","1"
"Deshaun Watson","HOU","QB","Claim","(RIDD)Remember this Asian nations HS QB","40.00","1","1/99","Sun Aug 29, 2021, 5:14PM","1"
"Demario Davis","NO","LB","Claim","(RIDD)Remember this Asian nations HS QB","2.00","1","1/99","Sun Aug 29, 2021, 5:14PM","1"
"Chuba Hubbard","CAR","RB","Claim","(RIDD)Remember this Asian nations HS QB","7.00","1","1/99","Sun Aug 29, 2021, 5:14PM","1"
"Zach Ertz","PHI/ARI","TE","Claim","(REYN) One Sakura Tree Tannehill","1.00","1","1/99","Sun Aug 29, 2021, 5:13PM","1"
"Trey Lance","SF","QB","Claim","(REYN) One Sakura Tree Tannehill","29.00","1","1/99","Sun Aug 29, 2021, 5:13PM","1"
"Terrace Marshall","CAR","WR","Claim","(REYN) One Sakura Tree Tannehill","8.00","1","1/99","Sun Aug 29, 2021, 5:13PM","1"
"Tarik Cohen","CHI","RB","Claim","(REYN) One Sakura Tree Tannehill","1.00","1","1/99","Sun Aug 29, 2021, 5:13PM","1"
"Sam Darnold","CAR","QB","Claim","(REYN) One Sakura Tree Tannehill","82.00","1","1/99","Sun Aug 29, 2021, 5:13PM","1"
"Ryan Succop","TB","K","Claim","(REYN) One Sakura Tree Tannehill","1.00","1","1/99","Sun Aug 29, 2021, 5:13PM","1"
"Nelson Agholor","NE","WR","Claim","(REYN) One Sakura Tree Tannehill","6.00","1","1/99","Sun Aug 29, 2021, 5:13PM","1"
"Kylin Hill","GB","RB","Claim","(REYN) One Sakura Tree Tannehill","2.00","1","1/99","Sun Aug 29, 2021, 5:11PM","1"
"Kellen Mond","MIN","QB","Claim","(REYN) One Sakura Tree Tannehill","4.00","1","1/99","Sun Aug 29, 2021, 5:11PM","1"
"Jimmy Garoppolo","SF","QB","Claim","(REYN) One Sakura Tree Tannehill","24.00","1","1/99","Sun Aug 29, 2021, 5:11PM","1"
"Jessie Bates","CIN","DB","Claim","(REYN) One Sakura Tree Tannehill","5.00","1","1/99","Sun Aug 29, 2021, 5:11PM","1"
"Jarvis Landry","CLE","WR","Claim","(REYN) One Sakura Tree Tannehill","41.00","1","1/99","Sun Aug 29, 2021, 5:11PM","1"
"D.J. Moore","CAR","WR","Claim","(REYN) One Sakura Tree Tannehill","97.00","1","1/99","Sun Aug 29, 2021, 5:10PM","1"
"Devin Bush","PIT","LB","Claim","(REYN) One Sakura Tree Tannehill","3.00","1","1/99","Sun Aug 29, 2021, 5:10PM","1"
"Danielle Hunter","MIN","DL","Claim","(REYN) One Sakura Tree Tannehill","11.00","1","1/99","Sun Aug 29, 2021, 5:10PM","1"
"Courtland Sutton","DEN","WR","Claim","(REYN) One Sakura Tree Tannehill","67.00","1","1/99","Sun Aug 29, 2021, 5:10PM","1"
"Cole Beasley","BUF","WR","Claim","(REYN) One Sakura Tree Tannehill","3.00","1","1/99","Sun Aug 29, 2021, 5:10PM","1"
"Ryquell Armstead","NYG/NO/GB/JAX","RB","Drop","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","","1","1/99","Sun Aug 29, 2021, 5:09PM","1"
"Rondale Moore","ARI","WR","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","8.00","1","1/99","Sun Aug 29, 2021, 5:07PM","1"
"Myles Jack","JAX","LB","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","3.00","1","1/99","Sun Aug 29, 2021, 5:07PM","1"
"Matt Ryan","ATL","QB","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","125.00","1","1/99","Sun Aug 29, 2021, 5:07PM","1"
"Matt Milano","BUF","LB","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","1.00","1","1/99","Sun Aug 29, 2021, 5:07PM","1"
"Kene Nwangwu","MIN","RB","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","2.00","1","1/99","Sun Aug 29, 2021, 5:06PM","1"
"Jeremiah Owusu-Koramoah","CLE","LB","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","1.00","1","1/99","Sun Aug 29, 2021, 5:06PM","1"
"Jason Sanders","MIA","K","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","3.00","1","1/99","Sun Aug 29, 2021, 5:06PM","1"
"Hunter Henry","NE","TE","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","15.00","1","1/99","Sun Aug 29, 2021, 5:05PM","1"
"Greg Rousseau","BUF","DL","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","1.00","1","1/99","Sun Aug 29, 2021, 5:05PM","1"
"David Njoku","CLE","TE","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","1.00","1","1/99","Sun Aug 29, 2021, 5:05PM","1"
"C.J. Beathard","JAX","QB","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","1.00","1","1/99","Sun Aug 29, 2021, 5:04PM","1"
"Antonio Gandy-Golden","WAS","WR","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","1.00","1","1/99","Sun Aug 29, 2021, 5:04PM","1"
"Aaron Jones","GB","RB","Claim","(BLEEZ) Tua Fast Tua Furious:Tokyo Drift","200.00","1","1/99","Sun Aug 29, 2021, 5:04PM","1"
"Greg Zuerlein","DAL","K","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:04PM","1"
"Jeremiah Owusu-Koramoah","CLE","LB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Matt Milano","BUF","LB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Myles Jack","JAX","LB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Greg Rousseau","BUF","DL","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"David Njoku","CLE","TE","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Hunter Henry","NE","TE","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Rondale Moore","ARI","WR","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Matt Ryan","ATL","QB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"C.J. Beathard","JAX","QB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Jason Sanders","MIA","K","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Antonio Gandy-Golden","WAS","WR","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Kene Nwangwu","MIN","RB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Aaron Jones","GB","RB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 5:03PM","1"
"Rondale Moore","ARI","WR","Claim","(Trevor) Aaron No BallZ","8.00","1","1/99","Sun Aug 29, 2021, 5:02PM","1"
"Myles Jack","JAX","LB","Claim","(Trevor) Aaron No BallZ","3.00","1","1/99","Sun Aug 29, 2021, 5:02PM","1"
"Matt Ryan","ATL","QB","Claim","(Trevor) Aaron No BallZ","125.00","1","1/99","Sun Aug 29, 2021, 5:02PM","1"
"Matt Milano","BUF","LB","Claim","(Trevor) Aaron No BallZ","1.00","1","1/99","Sun Aug 29, 2021, 5:01PM","1"
"Kene Nwangwu","MIN","RB","Claim","(Trevor) Aaron No BallZ","2.00","1","1/99","Sun Aug 29, 2021, 5:01PM","1"
"Jeremiah Owusu-Koramoah","CLE","LB","Claim","(Trevor) Aaron No BallZ","1.00","1","1/99","Sun Aug 29, 2021, 5:01PM","1"
"Jason Sanders","MIA","K","Claim","(Trevor) Aaron No BallZ","3.00","1","1/99","Sun Aug 29, 2021, 5:01PM","1"
"Hunter Henry","NE","TE","Claim","(Trevor) Aaron No BallZ","15.00","1","1/99","Sun Aug 29, 2021, 5:01PM","1"
"Greg Rousseau","BUF","DL","Claim","(Trevor) Aaron No BallZ","1.00","1","1/99","Sun Aug 29, 2021, 5:01PM","1"
"David Njoku","CLE","TE","Claim","(Trevor) Aaron No BallZ","1.00","1","1/99","Sun Aug 29, 2021, 5:01PM","1"
"C.J. Beathard","JAX","QB","Claim","(Trevor) Aaron No BallZ","1.00","1","1/99","Sun Aug 29, 2021, 5:00PM","1"
"Antonio Gandy-Golden","WAS","WR","Claim","(Trevor) Aaron No BallZ","1.00","1","1/99","Sun Aug 29, 2021, 5:00PM","1"
"Aaron Jones","GB","RB","Claim","(Trevor) Aaron No BallZ","200.00","1","1/99","Sun Aug 29, 2021, 5:00PM","1"
"Zane Gonzalez","DET/CAR","K","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:59PM","1"
"Marquez Valdes-Scantling","GB","WR","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:59PM","1"
"Cordarrelle Patterson","ATL","RB,WR","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:59PM","1"
"Cooper Kupp","LAR","WR","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:59PM","1"
"Dion Lewis","(N/A)","RB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:58PM","1"
"Royce Freeman","HOU","RB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:58PM","1"
"Garrett Gilbert","NE/WAS","QB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:58PM","1"
"Cairo Santos","CHI","K","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:58PM","1"
"Stefon Diggs","BUF","WR","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:58PM","1"
"Le'Veon Bell","BAL/TB","RB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:58PM","1"
"Aaron Jones","GB","RB","Drop","(Trevor) Aaron No BallZ","","1","1/99","Sun Aug 29, 2021, 4:58PM","1"
"Wil Lutz","NO","K","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Shaquille Leonard","IND","LB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Troy Hill","CLE","DB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Troy Reeder","LAR","LB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Harvey Langi","NE","LB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"A.J. Klein","BUF","LB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Demarcus Lawrence","DAL","DL","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Josh Reynolds","TEN/DET","WR","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Tyler Lockett","SEA","WR","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Andy Isabella","ARI","WR","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Mike Evans","TB","WR","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:57PM","1"
"Jeff Wilson","SF","RB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Phillip Lindsay","MIA","RB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Jamycal Hasty","SF","RB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Austin Ekeler","LAC","RB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Devontae Booker","NYG","RB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Lamar Jackson","BAL","QB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Antoine Winfield","TB","DB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Micah Kiser","LAR/DEN","LB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Kenny Golladay","NYG","WR","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Matthew Stafford","LAR","QB","Drop","(SCHX) Gridiron Chefs","","1","1/99","Sun Aug 29, 2021, 4:56PM","1"
"Cameron Heyward","PIT","DL","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Richard Rodgers","PHI/ARI","TE","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Tre'Quan Smith","NO","WR","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"John Ross","NYG","WR","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Jordan Wilkins","IND/JAX/TEN","RB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Austin Walter","NYJ","RB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Marlon Mack","(N/A)","RB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Tarik Cohen","CHI","RB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Matt Breida","BUF","RB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Colt McCoy","ARI","QB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Jimmy Garoppolo","SF","QB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:55PM","1"
"Tyler Bass","BUF","K","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Myles Jack","JAX","LB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Harrison Smith","MIN","DB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Demario Davis","NO","LB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Jarvis Landry","CLE","WR","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Kerryon Johnson","SF","RB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Gerald Everett","SEA","TE","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Carlos Hyde","JAX","RB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Kalen Ballage","PIT","RB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Ben Roethlisberger","PIT","QB","Drop","(QTM) Ezekiki's Delivery Service","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Romeo Okwara","DET","DL,LB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Eric Kendricks","MIN","LB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Jamie Collins","DET/NE","LB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Brandon Graham","PHI","DL","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:54PM","1"
"Hunter Henry","NE","TE","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Michael Thomas","NO","WR","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Golden Tate","TEN","WR","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Mohamed Sanu","SF","WR","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Marqise Lee","SF","WR","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Jalen Guyton","LAC","WR","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"D.J. Chark","JAX","WR","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"DeAndre Washington","(N/A)","RB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"James Robinson","JAX","RB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Adrian Peterson","TEN/SEA","RB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Jake Luton","SEA/MIA","QB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Kirk Cousins","MIN","QB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Matt Gay","LAR","K","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Anthony Walker","CLE","LB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"T.J. Edwards","PHI","LB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Jessie Bates","CIN","DB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Avery Williamson","DEN/TEN","LB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Olivier Vernon","CLE","DL","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Matt Ryan","ATL","QB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Sterling Shepard","NYG","WR","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Frank Gore","NYJ","RB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:53PM","1"
"Logan Thomas","WAS","TE","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"David Johnson","HOU","RB","Drop","(pat) Tecmo Bo and the Beautiful","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"Stephen Gostkowski","(N/A)","K","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"Bobby Okereke","IND","LB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"Khalil Mack","CHI","LB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"Yannick Ngakoue","LV","DL","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"William Fuller","MIA","WR","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"Devonta Freeman","BAL","RB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"O.J. Howard","TB","TE","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"Harrison Bryant","CLE","TE","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"Greg Ward","PHI","WR","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"N'Keal Harry","NE","WR","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"Keelan Cole","(N/A)","WR","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:52PM","1"
"Michael Warren","(N/A)","RB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Brian Hill","TEN/CLE/SF","RB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Malcolm Brown","MIA","RB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Carson Wentz","IND","QB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Andrew Luck","IND","QB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Joe Flacco","PHI/NYJ","QB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Ben DiNucci","DAL","QB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Mason Crosby","GB","K","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Devin White","TB","LB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Rayshawn Jenkins","JAX","DB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Nick Mullens","CLE","QB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Allen Lazard","GB","WR","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Cameron Brate","TB","TE","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Allen Robinson","CHI","WR","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Jerry Jeudy","DEN","WR","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"David Montgomery","CHI","RB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:51PM","1"
"Jared Goff","DET","QB","Drop","(MITCH) Tokyo Bear Kitty","","1","1/99","Sun Aug 29, 2021, 4:50PM","1"
"Malcolm Jenkins","NO","DB","Drop","(LUKE) Picked off in Kyoto: The City","","1","1/99","Sun Aug 29, 2021, 4:50PM","1"
"Leighton Vander Esch","DAL","LB","Drop","(LUKE) Picked off in Kyoto: The City","","1","1/99","Sun Aug 29, 2021, 4:50PM","1"
"Jimmy Graham","CHI","TE","Drop","(LUKE) Picked off in Kyoto: The City","","1","1/99","Sun Aug 29, 2021, 4:50PM","1"
"Zach Ertz","PHI/ARI","TE","Drop","(LUKE) Picked off in Kyoto: The City","","1","1/99","Sun Aug 29, 2021, 4:50PM","1"
"Darius Slayton","NYG","WR","Drop","(LUKE) Picked off in Kyoto: The City","","1","1/99","Sun Aug 29, 2021, 4:50PM","1"
"Anthony Miller","HOU/JAX/PIT","WR","Drop","(LUKE) Picked off in Kyoto: The City","","1","1/99","Sun Aug 29, 2021, 4:50PM","1"
