Owner	Name	Position	Start	End	Last	Cut	Now	2025	2026	2027
Brett	Braxton Berrios	WR	2018	2018	$1	2018		$0	$0	$0
Anthony	Desmond King	DB	FA	2018	$1	2018		$0	$0	$0
Koci/Mueller	Avery Williamson	LB	FA	2018	$1	2018		$0	$0	$0
Luke	Adrian Clayborn	DL	2018	2018	$1	2018		$0	$0	$0
Schexes	Chris Boswell	K	2018	2018	$1	2018		$0	$0	$0
Schexes	Jeremy Hill	RB	2018	2018	$3	2018		$0	$0	$0
Schexes	Marquel Lee	LB	2017	2019	$1	2018		$0	$0	$0
Patrick	Travaris Cadet	RB	2018	2018	$1	2018		$0	$0	$0
Mike	Josh Norman	DB	2016	2018	$1	2018		$0	$0	$0
Mike	Jalen Ramsey	DB	2016	2018	$1	2018		$0	$0	$0
Mitch	Mike Gillislee	RB	FA	2018	$3	2018		$0	$0	$0
Keyon	Trent Taylor	WR	2018	2020	$1	2018		$0	$0	$0
Justin	Malik Jefferson	LB	2018	2020	$1	2018		$0	$0	$0
Quinn	Mike Wallace	WR	2018	2018	$4	2018		$0	$0	$0
Keyon	Deion Jones	LB	2016	2018	$1	2018		$0	$0	$0
Anthony	Luke Willson	TE	2018	2020	$1	2018		$0	$0	$0
Koci/Mueller	Graham Gano	K	2016	2018	$1	2018		$0	$0	$0
Koci/Mueller	Malcolm Smith	LB	FA	2018	$1	2018		$0	$0	$0
Luke	Patrick Ricard	DL	2018	2020	$1	2018		$0	$0	$0
Luke	Jamal Agnew	DB	2018	2020	$1	2018		$0	$0	$0
Anthony	Travis Benjamin	WR	2018	2020	$1	2018		$0	$0	$0
Anthony	Brandon Marshall (SEA)	WR	FA	2018	$4	2018		$0	$0	$0
Quinn	Tyler Eifert	TE	2018	2018	$10	2018		$0	$0	$0
Quinn	Richie James	WR	2018	2018	$1	2018		$0	$0	$0
Anthony	Kareem Jackson	DB	FA	2018	$1	2018		$0	$0	$0
Keyon	DeForest Buckner	DL	FA	2018	$1	2018		$0	$0	$0
Mike	C.J. Prosise	RB	2016	2018	$13	2018		$0	$0	$0
Mitch	Jesse James	TE	FA	2018	$1	2018		$0	$0	$0
Justin	Chandler Catanzaro	K	2016	2018	$3	2018		$0	$0	$0
Luke	Brian Poole	DB	FA	2018	$1	2018		$0	$0	$0
Luke	Virgil Green	TE	2018	2020	$1	2018		$0	$0	$0
Brett	Rob Kelley	RB	2018	2018	$20	2018		$0	$0	$0
Mitch	Myles Jack	LB	2016	2018	$1	2018		$0	$0	$0
Quinn	Raheem Mostert	RB	FA	2018	$1	2018		$0	$0	$0
Anthony	Anthony Walker	LB	FA	2018	$4	2018		$0	$0	$0
Anthony	Tyrod Taylor	QB	2018	2018	$40	2018		$0	$0	$0
Patrick	Sean Davis	DB	2018	2018	$2	2018		$0	$0	$0
Koci/Mueller	Yannick Ngakoue	DL	FA	2018	$1	2018		$0	$0	$0
Keyon	Jake Elliott	K	2018	2018	$1	2018		$0	$0	$0
Anthony	Jaron Brown	WR	2017	2019	$1	2018		$0	$0	$0
Patrick	Denzel Perryman	LB	2018	2018	$1	2018		$0	$0	$0
Luke	Larry Ogunjobi	DL	FA	2018	$1	2018		$0	$0	$0
Luke	Kevin White	WR	2018	2020	$1	2018		$0	$0	$0
Jason	Justin Simmons	DB	FA	2018	$1	2018		$0	$0	$0
Jason	Ka'imi Fairbairn	K	FA	2018	$1	2018		$0	$0	$0
Keyon	Aaron Donald	DL	FA	2018	$1	2018		$0	$0	$0
Luke	Marcus Murphy	RB	FA	2018	$1	2018		$0	$0	$0
Quinn	Ryan Succop	K	2018	2018	$1	2018		$0	$0	$0
Anthony	Geno Atkins	DL	FA	2018	$1	2018		$0	$0	$0
Patrick	Matt Bryant	K	2018	2018	$1	2018		$0	$0	$0
Keyon	Cody Parkey	K	FA	2018	$1	2018		$0	$0	$0
Luke	Jon Bostic	LB	FA	2018	$1	2018		$0	$0	$0
Schexes	Rishard Matthews	WR	2018	2018	$6	2018		$0	$0	$0
Patrick	Everson Griffen	DL	2018	2018	$1	2018		$0	$0	$0
Jason	Nick Vigil	LB	FA	2018	$1	2018		$0	$0	$0
Jason	Jacoby Brissett	QB	2016	2018	$2	2018		$0	$0	$0
Mitch	Phillip Dorsett	WR	2018	2018	$1	2018		$0	$0	$0
Patrick	Brett Maher	K	FA	2018	$1	2018		$0	$0	$0
Anthony	Mason Crosby	K	FA	2018	$1	2018		$0	$0	$0
Luke	Chad Williams	WR	FA	2018	$1	2018		$0	$0	$0
Keyon	Adam Vinatieri	K	FA	2018	$1	2018		$0	$0	$0
Koci/Mueller	Laquon Treadwell	WR	FA	2018	$1	2018		$0	$0	$0
Justin	Cairo Santos	K	FA	2018	$1	2018		$0	$0	$0
Anthony	Willie Snead IV	WR	FA	2018	$1	2018		$0	$0	$0
Mike	Stephon Gilmore	DB	FA	2018	$1	2018		$0	$0	$0
Mike	Vic Beasley Jr.	DL	2017	2019	$15	2018		$0	$0	$0
Mike	Bilal Powell	RB	2018	2018	$11	2018		$0	$0	$0
Luke	Damarious Randall	DB	FA	2018	$1	2018		$0	$0	$0
Anthony	Andre Roberts	WR	FA	2018	$1	2018		$0	$0	$0
Jason	Josh Bynes	LB	FA	2018	$1	2018		$0	$0	$0
Mitch	Vontaze Burfict	LB	2018	2018	$1	2018		$0	$0	$0
Luke	Michael Mitchell	DB	FA	2018	$1	2018		$0	$0	$0
Keyon	Cody Parkey	K	FA	2018	$1	2018		$0	$0	$0
Keyon	Alfred Morris	RB	FA	2018	$30	2018		$0	$0	$0
Brett	Jamaal Charles	RB	FA	2018	$18	2018		$0	$0	$0
Brett	Will Dissly	TE	FA	2018	$5	2018		$0	$0	$0
Patrick	Myles Jack	LB	FA	2018	$1	2018		$0	$0	$0
Koci/Mueller	Ted Ginn Jr.	WR	2016	2018	$18	2018		$0	$0	$0
Schexes	Rishard Matthews	WR	FA	2018	$1	2018		$0	$0	$0
Schexes	Albert Wilson	WR	FA	2018	$1	2018		$0	$0	$0
Koci/Mueller	Chris Jones	DL	FA	2018	$1	2018		$0	$0	$0
Keyon	Reuben Foster	LB	2017	2019	$1	2018		$0	$0	$0
Quinn	Marcus Johnson	WR	FA	2018	$3	2018		$0	$0	$0
Patrick	Denzel Perryman	LB	FA	2018	$1	2018		$0	$0	$0
Mitch	Shaq Thompson	LB	FA	2018	$1	2018		$0	$0	$0
Mitch	Rashaan Evans	LB	2018	2020	$1	2018		$0	$0	$0
Luke	Josh Reynolds	WR	FA	2018	$2	2018		$0	$0	$0
Luke	Rodney Smith	RB	FA	2018	$1	2018		$0	$0	$0
Schexes	Kenny Vaccaro	DB	2017	2019	$1	2018		$0	$0	$0
Justin	AJ McCarron	QB	2016	2018	$1	2018		$0	$0	$0
Patrick	Margus Hunt	DL	FA	2018	$1	2018		$0	$0	$0
Keyon	Cameron Meredith	WR	2017	2019	$12	2018		$0	$0	$0
Jason	Kenjon Barner	RB	FA	2018	$7	2018		$0	$0	$0
Brett	Noah Spence	DL	2016	2018	$1	2018		$0	$0	$0
Jason	Frank Clark	DL	FA	2018	$1	2018		$0	$0	$0
Luke	Cody Parkey	K	FA	2018	$1	2018		$0	$0	$0
Brett	Jake Butt	TE	2017	2018	$2	2018		$0	$0	$0
Schexes	Mason Crosby	K	FA	2018	$1	2018		$0	$0	$0
Keyon	D.J. Swearinger	DB	FA	2018	$1	2018		$0	$0	$0
Quinn	Jason Myers	K	FA	2018	$1	2018		$0	$0	$0
Justin	Nathan Peterman	QB	2017	2019	$4	2018		$0	$0	$0
Justin	Josh McCown	QB	FA	2018	$1	2018		$0	$0	$0
Patrick	Kyle Juszczyk	RB	FA	2018	$1	2018		$0	$0	$0
Anthony	Laquon Treadwell	WR	FA	2018	$1	2018		$0	$0	$0
Mitch	Chester Rogers	WR	FA	2018	$8	2018		$0	$0	$0
Koci/Mueller	Preston Brown	LB	FA	2018	$1	2018		$0	$0	$0
Patrick	Alfred Morris	RB	FA	2018	$1	2018		$0	$0	$0
Keyon	Jayon Brown	LB	FA	2018	$1	2018		$0	$0	$0
Jason	Mark Barron	LB	2018	2018	$9	2018		$0	$0	$0
Brett	Landry Jones	QB	2018	2018	$1	2018		$0	$0	$0
Brett	Taco Charlton	DL	2017	2018	$1	2018		$0	$0	$0
Koci/Mueller	Chris Boswell	K	FA	2018	$1	2018		$0	$0	$0
Keyon	Robert Griffin III	QB	FA	2018	$3	2018		$0	$0	$0
Justin	Anthony Walker	LB	FA	2018	$1	2018		$0	$0	$0
Justin	Jatavis Brown	LB	FA	2018	$1	2018		$0	$0	$0
Brett	Darren Sproles	RB	2018	2018	$7	2018		$0	$0	$0
Luke	K.J. Wright	LB	FA	2018	$1	2018		$0	$0	$0
Luke	Jack Crawford	DL	FA	2018	$1	2018		$0	$0	$0
Quinn	Davis Webb	QB	2017	2019	$1	2018		$0	$0	$0
Anthony	Trenton Cannon	RB	FA	2018	$2	2018		$0	$0	$0
Keyon	Maurice Harris	WR	FA	2018	$3	2018		$0	$0	$0
Koci/Mueller	John Kelly	RB	2018	2020	$4	2018		$0	$0	$0
Keyon	Jeff Heuerman	TE	FA	2018	$2	2018		$0	$0	$0
Quinn	Justin Jackson	RB	2018	2018	$7	2018		$0	$0	$0
Quinn	Ito Smith	RB	2018	2018	$7	2018		$0	$0	$0
Brett	Matt Barkley	QB	FA	2018	$18	2018		$0	$0	$0
Keyon	Justin Reid	DB	FA	2018	$1	2018		$0	$0	$0
Quinn	T.J. Logan	RB	FA	2018	$1	2018		$0	$0	$0
Anthony	Adarius Taylor	LB	FA	2018	$1	2018		$0	$0	$0
Anthony	Clayton Geathers	DB	FA	2018	$1	2018		$0	$0	$0
Keyon	Jordan Hicks	LB	FA	2018	$3	2018		$0	$0	$0
Luke	DeShone Kizer	QB	2017	2019	$16	2018		$0	$0	$0
Keyon	Greg Olsen	TE	2018	2018	$75	2018		$0	$0	$0
Luke	Taylor Gabriel	WR	FA	2018	$1	2018		$0	$0	$0
Patrick	Colt McCoy	QB	FA	2018	$1	2018		$0	$0	$0
Brett	Malcolm Brown	RB	FA	2018	$1	2018		$0	$0	$0
Luke	Kelvin Benjamin	WR	2017	2019	$60	2018		$0	$0	$0
Patrick	Raheem Mostert	RB	FA	2018	$2	2018		$0	$0	$0
Keyon	Landon Collins	DB	2018	2018	$23	2018		$0	$0	$0
Anthony	Willie Snead IV	WR	FA	2018	$1	2018		$0	$0	$0
Keyon	Jake Elliott	K	FA	2018	$1	2018		$0	$0	$0
Brett	Ryan Fitzpatrick	QB	2018	2018	$3	2018		$0	$0	$0
Koci/Mueller	Joshua Dobbs	QB	FA	2018	$6	2018		$0	$0	$0
Keyon	Jordan Wilkins	RB	2018	2020	$13	2018		$0	$0	$0
Luke	Marshon Lattimore	DB	FA	2018	$1	2018		$0	$0	$0
Patrick	Austin Seferian-Jenkins	TE	2017	2019	$7	2019		$0	$0	$0
Patrick	Mack Hollins	WR	2017	2019	$3	2019		$0	$0	$0
Patrick	Jermaine Kearse	WR	2017	2019	$3	2019		$0	$0	$0
Patrick	Auden Tate	WR	2018	2020	$2	2019		$0	$0	$0
Patrick	Corey Grant	RB	2018	2020	$1	2019		$0	$0	$0
Patrick	Tavon Austin	WR	2018	2020	$1	2019		$0	$0	$0
Patrick	Terrelle Pryor	WR	2018	2020	$8	2019		$0	$0	$0
Koci/Mueller	Emmanuel Sanders	WR	2017	2019	$60	2019		$0	$0	$0
Koci/Mueller	Pierre Garcon	WR	2017	2019	$32	2019		$0	$0	$0
Koci/Mueller	Blaine Gabbert	QB	2018	2020	$6	2019		$0	$0	$0
Koci/Mueller	Marcus Mariota	QB	2018	2020	$150	2019		$0	$0	$0
Koci/Mueller	Rex Burkhead	RB	2018	2020	$38	2019		$0	$0	$0
Luke	LeSean McCoy	RB	2018	2020	$134	2019		$0	$0	$0
Justin	A.J. Green	WR	2017	2019	$190	2019		$0	$0	$0
Justin	Jordan Lasley	WR	2018	2020	$1	2019		$0	$0	$0
Justin	Jonnu Smith	TE	2017	2019	$2	2019		$0	$0	$0
Justin	Mark Walton	RB	2018	2020	$2	2019		$0	$0	$0
Justin	Equanimeous St. Brown	WR	2018	2020	$3	2019		$0	$0	$0
Justin	Mason Rudolph	QB	2018	2020	$4	2019		$0	$0	$0
Justin	Justin Watson	WR	2018	2020	$1	2019		$0	$0	$0
Justin	Dalton Schultz	TE	2018	2020	$1	2019		$0	$0	$0
Justin	Josh Adams	RB	2018	2020	$1	2019		$0	$0	$0
Justin	Kyle Lauletta	QB	2018	2020	$2	2019		$0	$0	$0
Justin	Daurice Fountain	WR	2018	2020	$2	2019		$0	$0	$0
Justin	Deon Cain	WR	2018	2020	$3	2019		$0	$0	$0
Justin	Ian Thomas	TE	2018	2020	$1	2019		$0	$0	$0
Justin	Arden Key	DL	2018	2020	$1	2019		$0	$0	$0
Justin	Allen Lazard	WR	2018	2020	$1	2019		$0	$0	$0
Mitch	Corey Clement	RB	2018	2019	$30	2019		$0	$0	$0
Mike	Isaiah Crowell	RB	2018	2019	$40	2019		$0	$0	$0
Mike	Michael Crabtree	WR	2018	2019	$35	2019		$0	$0	$0
Mike	C.J. Fiedorowicz	TE	2017	2019	$4	2019		$0	$0	$0
Mike	Marshawn Lynch	RB	2018	2019	$60	2019		$0	$0	$0
Mike	Sam Bradford	QB	2018	2019	$26	2019		$0	$0	$0
Keyon	Taywan Taylor	WR	2017	2019	$5	2019		$0	$0	$0
Keyon	Hayden Hurst	TE	2018	2020	$2	2019		$0	$0	$0
Keyon	Keelan Cole	WR	2018	2020	$12	2019		$0	$0	$0
Keyon	Spencer Ware	RB	2018	2020	$7	2019		$0	$0	$0
Keyon	Trey Burton	TE	2018	2020	$19	2019		$0	$0	$0
Keyon	C.J. Beathard	QB	2017	2019	$2	2019		$0	$0	$0
Brett	Kemoko Turay	DL	2018	2019	$1	2019		$0	$0	$0
Jason	Josh Gordon	WR	2018	2020	$59	2019		$0	$0	$0
Jason	C.J. Anderson	RB	2017	2019	$45	2019		$0	$0	$0
Schexes	Jalen Richard	RB	2017	2019	$1	2019		$0	$0	$0
Schexes	Carlos Hyde	RB	2017	2019	$75	2019		$0	$0	$0
Schexes	Alex Collins	RB	2018	2019	$85	2019		$0	$0	$0
Schexes	Alex Smith	QB	2018	2019	$69	2019		$0	$0	$0
Anthony	Elijah McGuire	RB	2017	2019	$2	2019		$0	$0	$0
Anthony	Jacquizz Rodgers	RB	2018	2020	$1	2019		$0	$0	$0
Anthony	Jay Ajayi	RB	2018	2020	$70	2019		$0	$0	$0
Anthony	Marquise Goodwin	WR	2018	2020	$47	2019		$0	$0	$0
Anthony	Vernon Davis	TE	2018	2019	$4	2019		$0	$0	$0
Quinn	Theo Riddick	RB	2018	2019	$25	2019		$0	$0	$0
Quinn	Samaje Perine	RB	2017	2019	$12	2019		$0	$0	$0
Quinn	Ryan Switzer	WR	2017	2019	$5	2019		$0	$0	$0
Quinn	Allen Hurns	WR	2018	2019	$15	2019		$0	$0	$0
Quinn	Devontae Booker	RB	2018	2020	$40	2019		$0	$0	$0
Mitch	Andrew Luck	QB	2019	2019	$170	2019		$0	$0	$0
Keyon	Alfred Blue	RB	2019	2019	$1	2019		$0	$0	$0
Quinn	Jerick McKinnon	RB	2019	2019	$10	2019		$0	$0	$0
Patrick	Lamar Miller	RB	2019	2019	$140	2019		$0	$0	$0
Patrick	Kenneth Dixon	RB	2018	2020	$1	2019		$0	$0	$0
Anthony	Joshua Dobbs	QB	2019	2019	$1	2019		$0	$0	$0
Mitch	Michael Crabtree	WR	FA	2019	$1	2019		$0	$0	$0
Keyon	Damarious Randall	DB	2019	2019	$1	2019		$0	$0	$0
Mitch	Devine Ozigbo	RB	FA	2019	$3	2019		$0	$0	$0
Schexes	Adam Humphries	WR	2019	2021	$3	2019		$0	$0	$0
Luke	Ty Summers	LB	2019	2021	$1	2019		$0	$0	$0
Schexes	Tre'Davious White	DB	2017	2019	$1	2019		$0	$0	$0
Justin	Matt Bryant	K	FA	2019	$1	2019		$0	$0	$0
Keyon	Frank Clark	DL	2019	2021	$1	2019		$0	$0	$0
Quinn	Devin Funchess	WR	2018	2020	$15	2019		$0	$0	$0
Keyon	Nick Vigil	LB	FA	2019	$1	2019		$0	$0	$0
Keyon	Qadree Ollison	RB	2019	2021	$2	2019		$0	$0	$0
Mitch	T.J. Yeldon	RB	2019	2019	$1	2019		$0	$0	$0
Schexes	Donte Moncrief	WR	2019	2019	$40	2019		$0	$0	$0
Quinn	Greg Dortch	WR	2019	2021	$2	2019		$0	$0	$0
Schexes	Derek Barnett	DL	2017	2019	$1	2019		$0	$0	$0
Keyon	Dare Ogunbowale	RB	2019	2021	$7	2019		$0	$0	$0
Anthony	Tyrann Mathieu	DB	2019	2019	$1	2019		$0	$0	$0
Mitch	Josh Reynolds	WR	2019	2019	$1	2019		$0	$0	$0
Anthony	Trevor Siemian	QB	FA	2019	$13	2019		$0	$0	$0
Mitch	Vontaze Burfict	LB	FA	2019	$1	2019		$0	$0	$0
Koci/Mueller	Brandon Powell	WR	2018	2020	$2	2019		$0	$0	$0
Keyon	Ryan Fitzpatrick	QB	2019	2019	$15	2019		$0	$0	$0
Anthony	Ben Roethlisberger	QB	2019	2019	$102	2019		$0	$0	$0
Anthony	Jakeem Grant	WR	FA	2019	$3	2019		$0	$0	$0
Anthony	Chris Jones	DL	2019	2019	$1	2019		$0	$0	$0
Anthony	Neville Hewitt	LB	FA	2019	$2	2019		$0	$0	$0
Quinn	Christian Kirksey	LB	2018	2020	$5	2019		$0	$0	$0
Koci/Mueller	Alex Barnes	RB	2019	2019	$1	2019		$0	$0	$0
Keyon	Damion Willis	WR	2019	2021	$1	2019		$0	$0	$0
Mike	Chris Ivory	RB	2017	2019	$2	2019		$0	$0	$0
Mike	Brandon Marshall (OAK)	LB	2018	2020	$4	2019		$0	$0	$0
Mike	D'Onta Foreman	RB	2017	2019	$24	2019		$0	$0	$0
Schexes	Robbie Gould	K	2019	2019	$1	2019		$0	$0	$0
Luke	Doug Martin	RB	2018	2020	$6	2019		$0	$0	$0
Quinn	Daniel Carlson	K	FA	2019	$1	2019		$0	$0	$0
Keyon	Damiere Byrd	WR	FA	2019	$1	2019		$0	$0	$0
Schexes	Jordan Reed	TE	2017	2019	$40	2019		$0	$0	$0
Justin	Demaryius Thomas	WR	FA	2019	$1	2019		$0	$0	$0
Anthony	Zay Jones	WR	2017	2019	$18	2019		$0	$0	$0
Mitch	Luke Falk	QB	FA	2019	$2	2019		$0	$0	$0
Mitch	Myles Jack	LB	2019	2019	$12	2019		$0	$0	$0
Schexes	Vernon Davis	TE	FA	2019	$2	2019		$0	$0	$0
Brett	DaeSean Hamilton	WR	2018	2019	$2	2019		$0	$0	$0
Luke	Josey Jewell	LB	FA	2019	$1	2019		$0	$0	$0
Schexes	Zane Gonzalez	K	FA	2019	$1	2019		$0	$0	$0
Luke	Corey Clement	RB	2019	2021	$1	2019		$0	$0	$0
Schexes	Melvin Ingram III	DL	2017	2019	$2	2019		$0	$0	$0
Koci/Mueller	Stephen Gostkowski	K	2018	2020	$1	2019		$0	$0	$0
Patrick	Dan Bailey	K	2019	2019	$1	2019		$0	$0	$0
Luke	Adoree' Jackson	DB	2017	2019	$1	2019		$0	$0	$0
Keyon	Brett Maher	K	2019	2019	$1	2019		$0	$0	$0
Keyon	James O'Shaughnessy	TE	FA	2019	$1	2019		$0	$0	$0
Schexes	Keanu Neal	DB	2019	2021	$10	2019		$0	$0	$0
Quinn	Tony Jefferson	DB	2017	2019	$1	2019		$0	$0	$0
Jason	Chris Hogan	WR	2017	2019	$8	2019		$0	$0	$0
Quinn	Solomon Thomas	DL	2017	2019	$1	2019		$0	$0	$0
Mitch	Jalen Richard	RB	FA	2019	$9	2019		$0	$0	$0
Keyon	Matt Milano	LB	FA	2019	$1	2019		$0	$0	$0
Quinn	Adam Humphries	WR	FA	2019	$1	2019		$0	$0	$0
Anthony	Will Dissly	TE	FA	2019	$4	2019		$0	$0	$0
Anthony	Anthony Walker	LB	FA	2019	$1	2019		$0	$0	$0
Quinn	Demetrius Harris	TE	FA	2019	$2	2019		$0	$0	$0
Schexes	Vonn Bell	DB	FA	2019	$1	2019		$0	$0	$0
Luke	Kendall Fuller	DB	FA	2019	$1	2019		$0	$0	$0
Koci/Mueller	Austin Seibert	K	FA	2019	$1	2019		$0	$0	$0
Keyon	Tyler Eifert	TE	FA	2019	$1	2019		$0	$0	$0
Justin	Benson Mayowa	DL	FA	2019	$1	2019		$0	$0	$0
Schexes	Devin Smith	WR	FA	2019	$5	2019		$0	$0	$0
Luke	Rashard Higgins	WR	2019	2021	$1	2019		$0	$0	$0
Jason	Luke Falk	QB	FA	2019	$1	2019		$0	$0	$0
Jason	Mason Crosby	K	FA	2019	$1	2019		$0	$0	$0
Schexes	Mario Addison	LB	FA	2019	$1	2019		$0	$0	$0
Jason	Charles Clay	TE	2017	2019	$1	2019		$0	$0	$0
Justin	Kalen Ballage	RB	2018	2020	$7	2019		$0	$0	$0
Quinn	Brandon McManus	K	FA	2019	$2	2019		$0	$0	$0
Mitch	Johnathan Abram	DB	2019	2021	$1	2019		$0	$0	$0
Schexes	Jon Bostic	LB	FA	2019	$1	2019		$0	$0	$0
Justin	Michael Badgley	K	FA	2019	$2	2019		$0	$0	$0
Schexes	Anthony Barr	LB	FA	2019	$1	2019		$0	$0	$0
Jason	C.J. Anderson	RB	2019	2020	$13	2019		$0	$0	$0
Anthony	Luke Willson	TE	FA	2019	$3	2019		$0	$0	$0
Jason	Jordan Akins	TE	2018	2020	$2	2019		$0	$0	$0
Schexes	C.J. Mosley (NYJ)	LB	2017	2019	$5	2019		$0	$0	$0
Luke	Taylor Gabriel	WR	2019	2019	$1	2019		$0	$0	$0
Anthony	Chad Henne	QB	FA	2019	$1	2019		$0	$0	$0
Justin	Grady Jarrett	DL	FA	2019	$1	2019		$0	$0	$0
Schexes	Devlin Hodges	QB	FA	2019	$4	2019		$0	$0	$0
Schexes	Ricky Seals-Jones	TE	FA	2019	$10	2019		$0	$0	$0
Jason	Tyrod Taylor	QB	FA	2019	$1	2019		$0	$0	$0
Quinn	Blake Bortles	QB	2017	2019	$17	2019		$0	$0	$0
Anthony	Blake Cashman	LB	FA	2019	$1	2019		$0	$0	$0
Justin	Marcus Maye	DB	FA	2019	$1	2019		$0	$0	$0
Schexes	Tyrann Mathieu	DB	FA	2019	$1	2019		$0	$0	$0
Quinn	Sam Eguavoen	LB	FA	2019	$1	2019		$0	$0	$0
Justin	Von Miller	LB	FA	2019	$1	2019		$0	$0	$0
Jason	Darren Sproles	RB	2019	2021	$1	2019		$0	$0	$0
Keyon	DaeSean Hamilton	WR	FA	2019	$1	2019		$0	$0	$0
Koci/Mueller	Chase McLaughlin	K	FA	2019	$1	2019		$0	$0	$0
Schexes	Demarcus Robinson	WR	FA	2019	$25	2019		$0	$0	$0
Anthony	Darrel Williams	RB	FA	2019	$15	2019		$0	$0	$0
Anthony	Robert Griffin III	QB	2019	2020	$1	2019		$0	$0	$0
Koci/Mueller	Travis Homer	RB	2019	2021	$1	2019		$0	$0	$0
Luke	Eric Weddle	DB	FA	2019	$1	2019		$0	$0	$0
Brett	Mike Nugent	K	FA	2019	$2	2019		$0	$0	$0
Koci/Mueller	Darrius Shepherd	WR	2019	2021	$2	2019		$0	$0	$0
Quinn	Tra Carson	RB	FA	2019	$1	2019		$0	$0	$0
Schexes	Nate Gerry	LB	FA	2019	$2	2019		$0	$0	$0
Jason	Chase Winovich	DL	2019	2021	$1	2019		$0	$0	$0
Anthony	Jason Myers	K	FA	2019	$2	2019		$0	$0	$0
Anthony	Haason Reddick	LB	FA	2019	$3	2019		$0	$0	$0
Schexes	Jon Bostic	LB	FA	2019	$1	2019		$0	$0	$0
Jason	Jakobi Meyers	WR	2019	2021	$2	2019		$0	$0	$0
Anthony	DeSean Jackson	WR	2019	2019	$15	2019		$0	$0	$0
Koci/Mueller	Vernon Hargreaves	DB	FA	2019	$1	2019		$0	$0	$0
Koci/Mueller	Marquise Goodwin	WR	2019	2021	$6	2019		$0	$0	$0
Anthony	Sean Lee	LB	FA	2019	$1	2019		$0	$0	$0
Quinn	Jeff Wilson Jr.	RB	FA	2019	$10	2019		$0	$0	$0
Schexes	Harold Landry III	LB	FA	2019	$1	2019		$0	$0	$0
Mitch	Adam Vinatieri	K	FA	2019	$1	2019		$0	$0	$0
Anthony	Mark Walton	RB	FA	2019	$3	2019		$0	$0	$0
Schexes	Kalen Ballage	RB	FA	2019	$5	2019		$0	$0	$0
Patrick	J'Mon Moore	WR	2018	2020	$3	2019		$0	$0	$0
Patrick	Anthony Hitchens	LB	2019	2019	$2	2019		$0	$0	$0
Keyon	Duke Williams	WR	FA	2019	$1	2019		$0	$0	$0
Keyon	Marquise Blair	DB	FA	2019	$1	2019		$0	$0	$0
Quinn	Zach Zenner	RB	FA	2019	$2	2019		$0	$0	$0
Anthony	James Burgess	LB	FA	2019	$1	2019		$0	$0	$0
Quinn	Bilal Powell	RB	FA	2019	$6	2019		$0	$0	$0
Anthony	Brandon Copeland	LB	FA	2019	$1	2019		$0	$0	$0
Schexes	Danny Amendola	WR	FA	2019	$3	2019		$0	$0	$0
Anthony	Tavon Wilson	DB	FA	2019	$2	2019		$0	$0	$0
Koci/Mueller	Michael Badgley	K	FA	2019	$1	2019		$0	$0	$0
Patrick	Ryan Switzer	WR	2019	2021	$1	2019		$0	$0	$0
Schexes	Dante Fowler Jr.	DL	FA	2019	$1	2019		$0	$0	$0
Patrick	Joe Flacco	QB	2018	2020	$40	2019		$0	$0	$0
Quinn	Dee Ford	LB	FA	2019	$2	2019		$0	$0	$0
Quinn	Kareem Jackson	DB	FA	2019	$1	2019		$0	$0	$0
Anthony	Grady Jarrett	DL	FA	2019	$4	2019		$0	$0	$0
Anthony	Matt Moore	QB	FA	2019	$1	2019		$0	$0	$0
Anthony	Dante Fowler Jr.	DL	FA	2019	$3	2019		$0	$0	$0
Brett	Antonio Callaway	WR	2018	2019	$3	2019		$0	$0	$0
Patrick	Preston Smith	LB	FA	2019	$1	2019		$0	$0	$0
Anthony	Zach Pascal	WR	FA	2019	$5	2019		$0	$0	$0
Schexes	Case Keenum	QB	2019	2019	$16	2019		$0	$0	$0
Keyon	Mason Rudolph	QB	FA	2019	$1	2019		$0	$0	$0
Anthony	Darrel Williams	RB	FA	2019	$9	2019		$0	$0	$0
Patrick	Eric Weddle	DB	FA	2019	$1	2019		$0	$0	$0
Koci/Mueller	Brett Maher	K	FA	2019	$1	2019		$0	$0	$0
Luke	Delanie Walker	TE	2019	2019	$6	2019		$0	$0	$0
Quinn	Matthew Stafford	QB	2019	2019	$70	2019		$0	$0	$0
Quinn	Jeff Driskel	QB	FA	2019	$5	2019		$0	$0	$0
Anthony	A.J. Green	WR	2019	2019	$120	2019		$0	$0	$0
Koci/Mueller	Alshon Jeffery	WR	2017	2019	$90	2019		$0	$0	$0
Koci/Mueller	Adam Humphries	WR	FA	2019	$1	2019		$0	$0	$0
Patrick	Marvin Jones Jr.	WR	2019	2019	$55	2019		$0	$0	$0
Patrick	Antonio Brown	WR	2019	2019	$250	2019		$0	$0	$0
Koci/Mueller	Alec Ogletree	LB	2018	2020	$22	2019		$0	$0	$0
Quinn	Nelson Agholor	WR	2018	2019	$10	2019		$0	$0	$0
Koci/Mueller	Justin Reid	DB	2019	2021	$5	2019		$0	$0	$0
Quinn	Benardrick McKinney	LB	FA	2019	$2	2019		$0	$0	$0
Quinn	Ryan Griffin (NYJ)	TE	FA	2019	$1	2019		$0	$0	$0
Patrick	Younghoe Koo	K	FA	2019	$1	2019		$0	$0	$0
Koci/Mueller	Carlton Davis	DB	FA	2019	$5	2019		$0	$0	$0
