Owner	Name	Position	Start	End	Last	Cut	Now	2025	2026	2027
Koci/Mueller	Dustin Hopkins	K	FA	2023	$1	2023		$0	$0	$0
Koci/Mueller	Elijah Mitchell	RB	2021	2023	$2	2023		$0	$0	$0
Koci/Mueller	C.J. Mosley	LB	2021	2023	$2	2023		$0	$0	$0
Mike	Harrison Smith	DB	FA	2023	$2	2023		$0	$0	$0
Mike	Drue Tranquill	LB	FA	2023	$1	2023		$0	$0	$0
Patrick	Luke Schoonmaker	TE	2023	2025	$2	2024		$1	$0	$0
Patrick	Michael Thomas	WR	2023	2025	$21	2024		$4	$0	$0
Patrick	DeVante Parker	WR	2022	2024	$7	2024		$0	$0	$0
Patrick	Parris Campbell	WR	2022	2024	$5	2024		$0	$0	$0
Patrick	Jamal Agnew	WR	2023	2025	$4	2024		$1	$0	$0
Luke	Dorian Thompson-Robinson	QB	2023	2025	$2	2024		$1	$0	$0
Luke	Clayton Tune	QB	2023	2024	$1	2024		$0	$0	$0
Luke	Tyler Huntley	QB	2023	2024	$1	2024		$0	$0	$0
Schexes	Tyrion Davis-Price	RB	2022	2024	$7	2024		$0	$0	$0
Schexes	Gerald Everett	TE	2022	2024	$1	2024		$0	$0	$0
Schexes	Diontae Johnson	WR	2022	2024	$85	2024		$0	$0	$0
Schexes	Alexander Mattison	RB	2022	2024	$40	2024		$0	$0	$0
Schexes	Haason Reddick	DL/LB	2023	2024	$5	2024		$0	$0	$0
Schexes	Robert Woods	WR	2022	2024	$13	2024		$0	$0	$0
Mike	Jerry Jeudy	WR	2023	2025	$33	2024		$5	$0	$0
Mike	Justin Shorter	WR	2023	2025	$1	2024		$1	$0	$0
Mike	Tyler Lockett	WR	2023	2024	$48	2024		$0	$0	$0
Jason	Trey Hendrickson	DL	2022	2024	$3	2024		$0	$0	$0
Jason	Daniel Carlson	K	2023	2025	$2	2024		$1	$0	$0
Jason	Chris Rodriguez	RB	2023	2025	$2	2024		$1	$0	$0
Jason	Israel Abanikanda	RB	2023	2025	$2	2024		$1	$0	$0
Jason	Kenny McIntosh	RB	2023	2025	$1	2024		$1	$0	$0
Jason	Zach Ertz	TE	2023	2025	$1	2024		$1	$0	$0
Jason	Allen Lazard	WR	2022	2024	$26	2024		$0	$0	$0
Justin	Stefon Diggs	WR	2023	2024	$180	2024		$0	$0	$0
Justin	Jalen Pitre	DB	2023	2025	$9	2024		$2	$0	$0
Mitch	Skyy Moore	WR	2022	2024	$16	2024		$0	$0	$0
Mitch	Kayshon Boutte	WR	2023	2025	$2	2024		$1	$0	$0
Mitch	Zach Evans	RB	2023	2025	$4	2024		$1	$0	$0
Koci/Mueller	Dameon Pierce	RB	2022	2024	$25	2024		$0	$0	$0
Koci/Mueller	Darren Waller	TE	2023	2025	$45	2024		$7	$0	$0
Koci/Mueller	Jahan Dotson	WR	2022	2024	$16	2024		$0	$0	$0
Koci/Mueller	Kam Curl	DB	2022	2024	$3	2024		$0	$0	$0
Koci/Mueller	Kenny Pickett	QB	2022	2024	$37	2024		$0	$0	$0
Koci/Mueller	Samaje Perine	RB	2022	2024	$3	2024		$0	$0	$0
Koci/Mueller	Zach Wilson	QB	2023	2025	$1	2024		$1	$0	$0
Keyon	Odell Beckham	WR	2022	2024	$9	2024		$0	$0	$0
Keyon	Kareem Hunt	RB	2023	2024	$1	2024		$0	$0	$0
Keyon	Treylon Burks	WR	2022	2024	$8	2024		$0	$0	$0
Anthony	Shaquille Leonard	LB	2023	2025	$2	2024		$1	$0	$0
Justin	AJ Dillon	RB	2024	2024	$3	2024		$0	$0	$0
Mitch	Royce Freeman	RB	2024	2024	$2	2024		$0	$0	$0
Mitch	Elijah Mitchell	RB	2024	2024	$12	2024		$0	$0	$0
Mitch	Kadarius Toney	WR	2024	2024	$1	2024		$0	$0	$0
Justin	Mike White	QB	2023	2024	$2	2024		$0	$0	$0
Schexes	Cedric Tillman	WR	2023	2025	$4	2024		$1	$0	$0
Koci/Mueller	Kene Nwangwu	RB	2024	2024	$1	2024		$0	$0	$0
Luke	Zaven Collins	DL/LB	2023	2024	$1	2024		$0	$0	$0
Justin	Joshua Kelley	RB	2023	2025	$8	2024		$2	$0	$0
Koci/Mueller	Daequan Hardy	DB	2024	2024	$1	2024		$0	$0	$0
Luke	Isaiah Simmons	LB/DB	2023	2024	$1	2024		$0	$0	$0
Koci/Mueller	Malik Davis	RB	2024	2024	$1	2024		$0	$0	$0
Koci/Mueller	D'Shawn Jamison	DB	2024	2024	$1	2024		$0	$0	$0
Mike	Michael Gallup	WR	2023	2025	$4	2024		$1	$0	$0
Schexes	Kayvon Thibodeaux	DL/LB	2022	2024	$1	2024		$0	$0	$0
Jason	D'Onta Foreman	RB	2023	2025	$5	2024		$1	$0	$0
Justin	Evan Hull	RB	2023	2025	$7	2024		$2	$0	$0
Keyon	Ernest Jones	LB	2024	2024	$8	2024		$0	$0	$0
Schexes	Devin White	LB	2023	2025	$11	2024		$2	$0	$0
Luke	Cam Akers	RB	FA	2024	$1	2024		$0	$0	$0
Anthony	Keaontay Ingram	RB	2022	2024	$7	2024		$0	$0	$0
Mike	Pete Werner	LB	2023	2025	$1	2024		$1	$0	$0
Keyon	Joshua Dobbs	QB	2024	2024	$3	2024		$0	$0	$0
Luke	Payton Wilson	LB	2024	2024	$1	2024		$0	$0	$0
Mitch	Darnell Washington	TE	2023	2025	$1	2024		$1	$0	$0
Justin	Dre Greenlaw	LB	2023	2025	$6	2024		$1	$0	$0
Keyon	Julian Blackmon	DB	FA	2024	$3	2024		$0	$0	$0
Anthony	Marquise Brown	WR	2022	2024	$45	2024		$0	$0	$0
Keyon	Dylan Laube	RB	2024	2026	$2	2024		$1	$1	$0
Jason	Younghoe Koo	K	2024	2026	$1	2024		$1	$1	$0
Mike	Braxton Berrios	WR	2024	2024	$1	2024		$0	$0	$0
Koci/Mueller	Brandon Codrington	DB	FA	2024	$1	2024		$0	$0	$0
Mitch	Nick Mullens	QB	2024	2024	$1	2024		$0	$0	$0
Justin	Travon Walker	DL/LB	FA	2024	$1	2024		$0	$0	$0
Mike	Tyler Conklin	TE	2024	2024	$1	2024		$0	$0	$0
Keyon	Bryce Young	QB	2023	2025	$30	2024		$5	$0	$0
Mike	Devaughn Vele	WR	FA	2024	$4	2024		$0	$0	$0
Anthony	Stetson Bennett	QB	2023	2025	$2	2024		$1	$0	$0
Patrick	Dalvin Cook	RB	FA	2024	$15	2024		$0	$0	$0
Schexes	Jeff Wilson	RB	FA	2024	$8	2024		$0	$0	$0
Anthony	Skylar Thompson	QB	FA	2024	$10	2024		$0	$0	$0
Anthony	Sean Tucker	RB	2023	2025	$4	2024		$1	$0	$0
Schexes	Blake Cashman	LB	2024	2026	$1	2024		$1	$1	$0
Anthony	Greg Dulcich	TE	2022	2024	$1	2024		$0	$0	$0
Quinn	Nyheim Miller-Hines	RB	2023	2025	$1	2024		$1	$0	$0
Patrick	Greg Zuerlein	K	2024	2024	$1	2024		$0	$0	$0
Keyon	Tony Adams	DB	FA	2024	$1	2024		$0	$0	$0
Koci/Mueller	Cameron Dicker	K	2024	2024	$1	2024		$0	$0	$0
Justin	Trenton Simpson	LB	FA	2024	$1	2024		$0	$0	$0
Mitch	Olamide Zaccheaus	WR	FA	2024	$1	2024		$0	$0	$0
Koci/Mueller	Isaiah Rodgers	DB	FA	2024	$1	2024		$0	$0	$0
Jason	Ryan Tannehill	QB	FA	2024	$1	2024		$0	$0	$0
Patrick	Kevin Byard	DB	2024	2024	$1	2024		$0	$0	$0
Justin	Skylar Thompson	QB	FA	2024	$1	2024		$0	$0	$0
Jason	Dyami Brown	WR	2024	2026	$3	2024		$1	$1	$0
Schexes	Brandin Cooks	WR	2023	2024	$20	2024		$0	$0	$0
Keyon	Demario Douglas	WR	2023	2025	$1	2024		$1	$0	$0
Keyon	Kyzir White	LB	2024	2024	$1	2024		$0	$0	$0
Luke	Noah Brown	WR	FA	2024	$1	2024		$0	$0	$0
Mitch	Jaelan Phillips	DL/LB	2024	2026	$1	2024		$1	$1	$0
Jason	Kam Curl	DB	2024	2026	$1	2024		$1	$1	$0
Schexes	Brayden Narveson	K	FA	2024	$1	2024		$0	$0	$0
Patrick	Haason Reddick	DL/LB	2024	2024	$1	2024		$0	$0	$0
Justin	Marcus Mariota	QB	FA	2024	$1	2024		$0	$0	$0
Patrick	Drue Tranquill	LB	2024	2024	$1	2024		$0	$0	$0
Anthony	Tim Boyle	QB	FA	2024	$5	2024		$0	$0	$0
Koci/Mueller	Carl Granderson	DL/LB	FA	2024	$1	2024		$0	$0	$0
Koci/Mueller	Desmond Ridder	QB	2022	2024	$19	2024		$0	$0	$0
Koci/Mueller	Marcus Jones	DB	FA	2024	$1	2024		$0	$0	$0
Koci/Mueller	Derius Davis	WR	2024	2026	$1	2024		$1	$1	$0
Koci/Mueller	Ryan Flournoy	WR	2024	2026	$1	2024		$1	$1	$0
Mitch	Luke Musgrave	TE	2024	2026	$10	2024		$3	$2	$0
Jason	Elijah Higgins	TE	FA	2024	$1	2024		$0	$0	$0
Justin	Micah McFadden	LB	FA	2024	$1	2024		$0	$0	$0
Patrick	Cody Barton	LB	FA	2024	$1	2024		$0	$0	$0
Koci/Mueller	Jalen Nailor	WR	FA	2024	$1	2024		$0	$0	$0
Anthony	Alex Singleton	LB	2023	2025	$1	2024		$1	$0	$0
Anthony	Foster Moreau	TE	FA	2024	$3	2024		$0	$0	$0
Patrick	Quentin Lake	DB	FA	2024	$1	2024		$0	$0	$0
Luke	Alex Highsmith	DL/LB	2023	2024	$2	2024		$0	$0	$0
Mitch	Miles Sanders	RB	2024	2024	$2	2024		$0	$0	$0
Keyon	Kyle Van Noy	LB	FA	2024	$6	2024		$0	$0	$0
Keyon	Blake Cashman	LB	FA	2024	$5	2024		$0	$0	$0
Justin	Cairo Santos	K	FA	2024	$2	2024		$0	$0	$0
Justin	Kevin Byard	DB	FA	2024	$1	2024		$0	$0	$0
Justin	Tremaine Edmunds	LB	2024	2026	$3	2024		$1	$1	$0
Keyon	Alontae Taylor	DB	FA	2024	$1	2024		$0	$0	$0
Brett	Deuce Vaughn	RB	2023	2024	$4	2024		$0	$0	$0
Justin	Jalin Hyatt	WR	2023	2025	$8	2024		$2	$0	$0
Justin	Malik Willis	QB	FA	2024	$11	2024		$0	$0	$0
Quinn	Deshaun Watson	QB	2024	2024	$75	2024		$0	$0	$0
Quinn	Chris Godwin	WR	2022	2024	$70	2024		$0	$0	$0
Jason	Paulson Adebo	DB	FA	2024	$1	2024		$0	$0	$0
Justin	Brayden Narveson	K	FA	2024	$1	2024		$0	$0	$0
Keyon	Cameron Dicker	K	FA	2024	$1	2024		$0	$0	$0
Luke	Roman Wilson	WR	2024	2025	$2	2024		$1	$0	$0
Schexes	Cam Bynum	DB	2024	2026	$7	2024		$3	$2	$0
Justin	Jerome Baker	LB	FA	2024	$1	2024		$0	$0	$0
Jason	Stefon Diggs	WR	2024	2026	$41	2024		$13	$7	$0
Keyon	Ja'Lynn Polk	WR	2024	2026	$8	2024		$3	$2	$0
Keyon	Trevin Wallace	LB	FA	2024	$3	2024		$0	$0	$0
Koci/Mueller	Jamel Dean	DB	FA	2024	$1	2024		$0	$0	$0
Keyon	Demario Douglas	WR	FA	2024	$9	2024		$0	$0	$0
Schexes	Cordarrelle Patterson	RB	2024	2025	$4	2024		$2	$0	$0
Jason	Josh Reynolds	WR	2024	2026	$1	2024		$1	$1	$0
Justin	Drew Lock	QB	2023	2025	$1	2024		$1	$0	$0
Koci/Mueller	Curtis Samuel	WR	2022	2024	$2	2024		$0	$0	$0
Koci/Mueller	Cameron Dicker	K	FA	2024	$1	2024		$0	$0	$0
Koci/Mueller	Trayveon Williams	RB	2024	2026	$1	2024		$1	$1	$0
Koci/Mueller	Brenden Rice	WR	2024	2026	$1	2024		$1	$1	$0
Keyon	Andy Dalton	QB	FA	2024	$21	2024		$0	$0	$0
Keyon	Isaiah Likely	TE	2024	2026	$7	2024		$3	$2	$0
Schexes	Marcus Mariota	QB	FA	2024	$6	2024		$0	$0	$0
Schexes	Mohamoud Diabate	LB	FA	2024	$1	2024		$0	$0	$0
Anthony	Jaylen Watson	DB	FA	2024	$4	2024		$0	$0	$0
Luke	Jamaal Williams	RB	2024	2024	$6	2024		$0	$0	$0
Luke	Allen Lazard	WR	FA	2024	$7	2024		$0	$0	$0
Justin	Will Reichard	K	FA	2024	$1	2024		$0	$0	$0
Keyon	Ty Chandler	RB	2024	2025	$21	2024		$7	$0	$0
Luke	Colby Parkinson	TE	FA	2024	$3	2024		$0	$0	$0
Anthony	Brenton Strange	TE	FA	2024	$1	2024		$0	$0	$0
Mitch	Eric Gray	RB	2023	2025	$7	2024		$2	$0	$0
Anthony	Tyler Huntley	QB	FA	2024	$6	2024		$0	$0	$0
Keyon	Malik Willis	QB	FA	2024	$5	2024		$0	$0	$0
Mitch	Sean Tucker	RB	FA	2024	$11	2024		$0	$0	$0
Justin	Gabe Davis	WR	2023	2025	$15	2024		$3	$0	$0
Justin	Jermaine Burton	WR	2024	2026	$4	2024		$2	$1	$0
Luke	Michael Mayer	TE	2023	2025	$7	2024		$2	$0	$0
Schexes	Tyrel Dodson	LB	FA	2024	$1	2024		$0	$0	$0
Mitch	Kenneth Murray	LB	FA	2024	$1	2024		$0	$0	$0
Anthony	Pierre Strong	RB	FA	2024	$3	2024		$0	$0	$0
Luke	Cole Bishop	DB	2024	2025	$1	2024		$1	$0	$0
Luke	Junior Colson	LB	2024	2026	$1	2024		$1	$1	$0
Koci/Mueller	Raheem Blackshear	RB	FA	2024	$1	2024		$0	$0	$0
Justin	Mason Rudolph	QB	FA	2024	$6	2024		$0	$0	$0
Justin	Troy Andersen	LB	FA	2024	$2	2024		$0	$0	$0
Keyon	Joe Flacco	QB	2024	2024	$2	2024		$0	$0	$0
Anthony	Trey Sermon	RB	2024	2026	$2	2024		$1	$1	$0
Anthony	Byron Murphy	DL	2024	2026	$1	2024		$1	$1	$0
Koci/Mueller	Tim Patrick	WR	2024	2026	$1	2024		$1	$1	$0
Quinn	Brandin Cooks	WR	FA	2024	$1	2024		$0	$0	$0
Quinn	Jason Myers	K	2024	2024	$1	2024		$0	$0	$0
Schexes	Khalil Mack	DL/LB	2024	2024	$10	2024		$0	$0	$0
Luke	Dallas Turner	DL/LB	2024	2026	$1	2024		$1	$1	$0
Luke	Cade Stover	TE	2024	2026	$1	2024		$1	$1	$0
Patrick	Alex Anzalone	LB	2024	2024	$1	2024		$0	$0	$0
Luke	Andre Cisco	DB	2023	2024	$1	2024		$0	$0	$0
Patrick	Jack Gibbens	LB	FA	2024	$1	2024		$0	$0	$0
Patrick	Antonio Johnson	DB	FA	2024	$1	2024		$0	$0	$0
Patrick	Parker Washington	WR	FA	2024	$1	2024		$0	$0	$0
Koci/Mueller	Jaylon Jones	DB	FA	2024	$1	2024		$0	$0	$0
Jason	Tyrique Stevenson	DB	FA	2024	$1	2024		$0	$0	$0
Luke	Trey Palmer	WR	2023	2025	$2	2024		$1	$0	$0
Anthony	Dawson Knox	TE	FA	2024	$1	2024		$0	$0	$0
Schexes	Raheem Mostert	RB	2024	2024	$58	2024		$0	$0	$0
Schexes	Austin Seibert	K	FA	2024	$1	2024		$0	$0	$0
Keyon	Jamien Sherwood	LB	FA	2024	$2	2024		$0	$0	$0
Keyon	Kerby Joseph	DB	FA	2024	$1	2024		$0	$0	$0
Anthony	L'Jarius Sneed	DB	2023	2025	$1	2024		$1	$0	$0
Schexes	Matt Gay	K	FA	2024	$1	2024		$0	$0	$0
Mike	Dorian Thompson-Robinson	QB	FA	2024	$1	2024		$0	$0	$0
Patrick	Jahlani Tavai	LB	FA	2024	$1	2024		$0	$0	$0
Koci/Mueller	JuJu Smith-Schuster	WR	FA	2024	$1	2024		$0	$0	$0
Luke	Luke McCaffrey	WR	2024	2026	$4	2024		$2	$1	$0
Schexes	Joshua Karty	K	FA	2024	$1	2024		$0	$0	$0
Brett	Jake Haener	QB	2023	2024	$1	2024		$0	$0	$0
Patrick	Zach Allen	DL	FA	2024	$1	2024		$0	$0	$0
Schexes	Kobie Turner	DL	FA	2024	$1	2024		$0	$0	$0
Schexes	Azeez Al-Shaair	LB	2024	2026	$8	2024		$3	$2	$0
Quinn	Henry To'oTo'o	LB	FA	2024	$1	2024		$0	$0	$0
Brett	Jarrett Stidham	QB	2024	2024	$3	2024		$0	$0	$0
Schexes	Travis Homer	RB	FA	2024	$4	2024		$0	$0	$0
Patrick	Miles Sanders	RB	FA	2024	$1	2024		$0	$0	$0
Anthony	Noah Brown	WR	FA	2024	$2	2024		$0	$0	$0
Keyon	Antoine Winfield	DB	2023	2025	$3	2024		$1	$0	$0
Anthony	Tyler Goodson	RB	FA	2024	$2	2024		$0	$0	$0
Luke	Mac Jones	QB	FA	2024	$5	2024		$0	$0	$0
Schexes	Nick Folk	K	FA	2024	$1	2024		$0	$0	$0
Luke	DeMarvion Overshown	LB	FA	2024	$1	2024		$0	$0	$0
Keyon	Taylor Rapp	DB	FA	2024	$4	2024		$0	$0	$0
Schexes	Kenneth Murray	LB	FA	2024	$2	2024		$0	$0	$0
Keyon	Cam Bynum	DB	FA	2024	$1	2024		$0	$0	$0
Schexes	A'Shawn Robinson	DL	FA	2024	$1	2024		$0	$0	$0
Koci/Mueller	Jaycee Horn	DB	FA	2024	$1	2024		$0	$0	$0
Keyon	Ugo Amadi	DB	FA	2024	$4	2024		$0	$0	$0
Keyon	Travon Walker	DL/LB	FA	2024	$1	2024		$0	$0	$0
Keyon	Amari Cooper	WR	2022	2024	$55	2024		$0	$0	$0
Luke	Travis Etienne	RB	2024	2025	$175	2024		$53	$0	$0
Luke	Younghoe Koo	K	FA	2024	$1	2024		$0	$0	$0
Luke	Micah McFadden	LB	FA	2024	$1	2024		$0	$0	$0
Luke	Brandon Allen	QB	FA	2024	$1	2024		$0	$0	$0
Luke	Greg Rousseau	DL	2023	2024	$1	2024		$0	$0	$0
Schexes	Brenton Strange	TE	FA	2024	$13	2024		$0	$0	$0
Keyon	Nik Bonitto	DL/LB	FA	2024	$5	2024		$0	$0	$0
Luke	Parker Washington	WR	FA	2024	$1	2024		$0	$0	$0
Luke	Grant Delpit	DB	FA	2024	$1	2024		$0	$0	$0
Luke	Jonathan Greenard	DL/LB	FA	2024	$1	2024		$0	$0	$0
Keyon	Christian Rozeboom	LB	FA	2024	$9	2024		$0	$0	$0
Keyon	Chuba Hubbard	RB	2024	2024	$16	2024		$0	$0	$0
Keyon	Jaylon Carlies	DB	FA	2024	$4	2024		$0	$0	$0
Luke	Tyrod Taylor	QB	FA	2024	$1	2024		$0	$0	$0
Patrick	Alexander Mattison	RB	2024	2026	$2	2025		$1	$1	$0
Patrick	Davante Adams	WR	2023	2025	$125	2025		$19	$0	$0
Patrick	DJ Chark	WR	2024	2026	$3	2025		$1	$1	$0
Patrick	Jahan Dotson	WR	2024	2026	$16	2025		$5	$3	$0
Patrick	Jonathan Mingo	WR	2023	2025	$8	2025		$2	$0	$0
Patrick	Malachi Corley	WR	2024	2026	$4	2025		$2	$1	$0
Patrick	Rasheen Ali	RB	2024	2026	$6	2025		$2	$1	$0
Patrick	Tyler Scott	WR	2023	2025	$4	2025		$1	$0	$0
Patrick	Will Levis	QB	2023	2025	$15	2025		$3	$0	$0
Patrick	Zack Moss	RB	2024	2026	$46	2025		$14	$7	$0
Koci/Mueller	Javon Baker	WR	2024	2026	$2	2025		$1	$1	$0
Koci/Mueller	Jordan Travis	QB	2024	2026	$1	2025		$1	$1	$0
Koci/Mueller	Reed Blankenship	DB	2024	2026	$1	2025		$1	$1	$0
Anthony	Dalton Schultz	TE	2024	2025	$11	2025		$4	$0	$0
Anthony	Kendre Miller	RB	2023	2025	$13	2025		$2	$0	$0
Anthony	Quinyon Mitchell	DB	2024	2026	$1	2025		$1	$1	$0
Anthony	Terrion Arnold	DB	2024	2026	$1	2025		$1	$1	$0
Anthony	Tua Tagovailoa	QB	2023	2025	$215	2025		$33	$0	$0
Schexes	Audric Estime	RB	2024	2026	$3	2025		$1	$1	$0
Schexes	Deebo Samuel	WR	2023	2025	$63	2025		$10	$0	$0
Schexes	Roschon Johnson	RB	2023	2025	$13	2025		$2	$0	$0
Quinn	Micah Parsons	DL/LB	2024	2025	$15	2025		$5	$0	$0
Quinn	Ezekiel Elliott	RB	2023	2025	$16	2025		$3	$0	$0
Quinn	Michael Carter	RB	2023	2025	$3	2025		$1	$0	$0
Quinn	Cole Kmet	TE	2023	2025	$6	2025		$1	$0	$0
Quinn	DJ Moore	WR	2023	2025	$90	2025		$14	$0	$0
Quinn	Christian Kirk	WR	2024	2025	$75	2025		$23	$0	$0
Quinn	K.J. Osborn	WR	2023	2025	$9	2025		$2	$0	$0
Mitch	Keenan Allen	WR	2024	2025	$38	2025		$12	$0	$0
Mitch	Javon Bullard	DB	2024	2026	$1	2025		$1	$1	$0
Mitch	Lukas Van Ness	DL	2024	2026	$1	2025		$1	$1	$0
Mitch	Khalil Herbert	RB	2024	2026	$8	2025		$3	$2	$0
Mitch	Josh Whyle	TE	2024	2026	$1	2025		$1	$1	$0
Justin	Jaylen Waddle	WR	2024	2026	$75	2025		$23	$12	$0
Justin	Christian Watson	WR	2024	2026	$44	2025		$14	$7	$0
Brett	Mike Williams	WR	2023	2025	$38	2025		$6	$0	$0
Brett	Jeremiah Owusu-Koramoah	LB	2024	2025	$1	2025		$1	$0	$0
Jason	Adonai Mitchell	WR	2024	2026	$8	2025		$3	$2	$0
Jason	Aidan O'Connell	QB	2023	2025	$2	2025		$1	$0	$0
Jason	Christian McCaffrey	RB	2023	2025	$250	2025		$38	$0	$0
Jason	Cooper Rush	QB	2024	2025	$1	2025		$1	$0	$0
Jason	Dak Prescott	QB	2023	2025	$225	2025		$34	$0	$0
Jason	Josh Hines-Allen	DL/LB	2023	2025	$1	2025		$1	$0	$0
Jason	Justice Hill	RB	2024	2026	$7	2025		$3	$2	$0
Jason	Michael Wilson	WR	2023	2025	$4	2025		$1	$0	$0
Jason	Nick Chubb	RB	2024	2026	$80	2025		$24	$12	$0
Jason	Ray-Ray McCloud	WR	2024	2026	$3	2025		$1	$1	$0
Mike	Devontez Walker	WR	2024	2026	$1	2025		$1	$1	$0
Mike	Erick All	TE	2024	2026	$1	2025		$1	$1	$0
Mike	Jaheim Bell	TE	2024	2026	$1	2025		$1	$1	$0
Mike	Sione Vaki	RB	2024	2026	$2	2025		$1	$1	$0
Mike	Johnny Wilson	WR	2024	2026	$1	2025		$1	$1	$0
Mike	Carson Steele	RB	2024	2026	$2	2025		$1	$1	$0
Jason	Jason Sanders	K	2024	2026	$1	2025		$1	$1	$0
Schexes	DeShon Elliott	DB	2025	2025	$2	2025		$2	$0	$0
Justin	Minkah Fitzpatrick	DB	2025	2025	$2	2025		$2	$0	$0
Koci/Mueller	Kimani Vidal	RB	2024	2026	$12	2025		$4	$2	$0
Luke	Nick Martin	LB	2025	2026	$1	2025		$1	$1	$0
Schexes	Emanuel Wilson	RB	2025	2025	$3	2025		$2	$0	$0
Keyon	Blake Cashman	LB	2025	2025	$5	2025		$3	$0	$0
Patrick	Micah McFadden	LB	2025	2025	$1	2025		$1	$0	$0
Jason	Ben Sinnott	TE	2024	2026	$3	2025		$1	$1	$0
Mitch	Jake Moody	K	2023	2025	$1	2025		$1	$0	$0
Mike	Amari Cooper	WR	FA	2025	$2	2025		$2	$0	$0
Koci/Mueller	Raheem Blackshear	RB	2025	2025	$1	2025		$1	$0	$0
Luke	Jalen Carter	DL	2023	2025	$1	2025		$1	$0	$0
Patrick	E.J. Speed	LB	2025	2025	$1	2025		$1	$0	$0
Schexes	Marcus Mariota	QB	2025	2025	$1	2025		$1	$0	$0
Mike	Tyler Higbee	TE	2025	2025	$3	2025		$2	$0	$0
Justin	Mike Green	DL/LB	2025	2027	$1	2025		$1	$1	$1
Mitch	Jaelan Phillips	DL/LB	2025	2025	$1	2025		$1	$0	$0
Mitch	Tyler Bass	K	2023	2025	$1	2025		$1	$0	$0
Keyon	Terrel Bernard	LB	2024	2026	$5	2025		$2	$1	$0
Quinn	Greg Dortch	WR	2024	2026	$4	2025		$2	$1	$0
Luke	Danny Stutsman	LB	2025	2026	$1	2025		$1	$1	$0
Jason	Tyler Lockett	WR	2025	2027	$1	2025		$1	$1	$1
Koci/Mueller	Tai Felton	WR	2025	2027	$1	2025		$1	$1	$1
Schexes	Tyrice Knight	LB	FA	2025	$1	2025		$1	$0	$0
Mike	Devin Singletary	RB	FA	2025	$1	2025		$1	$0	$0
Schexes	Jake Bates	K	2025	2025	$1	2025		$1	$0	$0
Mike	Josh Reynolds	WR	FA	2025	$1	2025		$1	$0	$0
Schexes	Keaton Mitchell	RB	2023	2025	$1	2025		$1	$0	$0
Schexes	Nick Bosa	DL	2024	2026	$1	2025		$1	$1	$0
Schexes	Najee Harris	RB	2025	2025	$12	2025		$8	$0	$0
Mitch	Austin Ekeler	RB	2025	2025	$23	2025		$14	$0	$0
Keyon	Adonai Mitchell	WR	2025	2027	$1	2025		$1	$1	$1
Quinn	Samaje Perine	RB	2025	2027	$1	2025		$1	$1	$1
Schexes	Michael Mayer	TE	FA	2025	$2	2025		$2	$0	$0
Anthony	Keilan Robinson	RB	2024	2026	$3	2025		$1	$1	$0
Patrick	Diontae Johnson	WR	2025	2027	$1	2025		$1	$1	$1
Mike	Andrei Iosivas	WR	2023	2025	$1	2025		$1	$0	$0
Luke	Alex Highsmith	DL/LB	FA	2025	$1	2025		$1	$0	$0
Jason	Jevon Holland	DB	2024	2026	$2	2025		$1	$1	$0
Quinn	Tyreek Hill	WR	2025	2025	$143	2025		$86	$0	$0
Anthony	Russell Wilson	QB	2024	2025	$40	2025		$12	$0	$0
Jason	James Conner	RB	2024	2025	$60	2025		$18	$0	$0
Luke	Tyrod Taylor	QB	FA	2025	$10	2025		$6	$0	$0
Luke	Dameon Pierce	RB	2024	2026	$11	2025		$4	$2	$0
Schexes	Chris Brooks	RB	FA	2025	$2	2025		$2	$0	$0
Anthony	Braden Fiske	DL	2024	2026	$1	2025		$1	$1	$0
Mike	Rasheen Ali	RB	FA	2025	$1	2025		$1	$0	$0
Justin	Rashan Gary	DL/LB	FA	2025	$1	2025		$1	$0	$0
Jason	Desmond Ridder	QB	2025	2025	$1	2025		$1	$0	$0
Schexes	Chris Boswell	K	FA	2025	$1	2025		$1	$0	$0
Mitch	Jahan Dotson	WR	2025	2025	$2	2025		$2	$0	$0
Patrick	Nakobe Dean	LB	2025	2025	$1	2025		$1	$0	$0
Jason	Daniel Carlson	K	FA	2025	$1	2025		$1	$0	$0
Patrick	Mike Gesicki	TE	2023	2025	$1	2025		$1	$0	$0
Patrick	Adam Thielen	WR	2023	2025	$7	2025		$2	$0	$0
Quinn	James Pearce	DL	2025	2025	$1	2025		$1	$0	$0
Keyon	Evan Engram	TE	2025	2026	$10	2025		$6	$3	$0
Brett	Spencer Shrader	K	FA	2025	$1	2025		$1	$0	$0
Mitch	Zamir White	RB	FA	2025	$1	2025		$1	$0	$0
Luke	Joe Mixon	RB	2025	2025	$35	2025		$21	$0	$0
Schexes	Keisean Nixon	DB	2024	2025	$12	2025		$4	$0	$0
Patrick	Jack Sanborn	LB	FA	2025	$1	2025		$1	$0	$0
Patrick	Nikko Remigio	WR	FA	2025	$1	2025		$1	$0	$0
Jason	Demario Douglas	WR	2025	2027	$3	2025		$2	$1	$1
Koci/Mueller	Chig Okonkwo	TE	2023	2025	$6	2025		$1	$0	$0
Keyon	Jimmy Garoppolo	QB	FA	2025	$7	2025		$5	$0	$0
Jason	Elijah Mitchell	RB	2025	2025	$5	2025		$3	$0	$0
Anthony	Matt Prater	K	FA	2025	$1	2025		$1	$0	$0
