"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","Score","%D","ADP","GP","FG%","3PTM","FTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*06mls*","Cam Christie","LAC","SG,G","524","FA","20","","1","TBA","15.5","0","-","20",".450","6.4","6.3",".818","45","13.9","10","3.1","1.1","6.1"
"*06mkh*","Pacome Dadiet","NY","SG,G","525","FA","20","","1","TBA","15.36","0","-","20",".463","5.8","6",".811","43.1","16.4","7.5","2.5","1.4","5"
"*04qrt*","Zhaire Smith","(N/A)","SG,G","526","FA","26","","1","TBA","15.29","0","-","20",".450","6.4","6.1",".792","44.7","11.9","10","1.9","1.9","6.1"
"*03kqi*","Joe Ingles","MIN","SF","527","FA","38","","1","TBA","15.26","12","288.7","20",".447","7","4.5",".804","36","15","18.3","4","0.7","6.3"
"*0622z*","Orlando Robinson","ORL","C","528","FA","25","","1","TBA","15.07","4","293.4","20",".512","1.5","5.9",".756","27.8","22.7","8.9","2.2","2.4","4.7"
"*059ft*","Mychal Mulder","(N/A)","PG,G","529","FA","31","","1","TBA","14.93","0","-","20",".459","6.3","5.6",".709","46.4","10","3.9","1.9","1.9","3.9"
"*051pw*","Jalen McDaniels","NO","SF","530","FA","27","","1","TBA","14.77","0","-","20",".407","3.1","5.8",".744","38.1","17.5","8.6","3.3","1.7","5.6"
"*04rvx*","Deonte Burton","(N/A)","SG,G,SF","531","FA","31","","1","TBA","14.7","0","-","20",".463","5.8","6",".811","43.1","13.9","8.1","3.9","0","8.1"
"*06avs*","Justin Minaya","ORL","SF","532","FA","26","","1","TBA","14.62","0","-","20",".412","4.5","5",".769","31.9","14.7","9.4","3.1","2.2","4.7"
"*05ujg*","Isaiah Livers","PHO","PF","533","FA","27","","1","TBA","14.49","0","-","20",".399","5.3","4.5",".763","32.5","13.6","7.5","3.1","1.4","4.2"
"*06pw1*","RayJ Dennis","IND","PG,G","534","FA","24","","1","TBA","14.19","0","-","20",".446","5.1","5",".806","36","11.6","8.9","2.4","1.3","4.2"
"*064q6*","Daeqwon Plowden","SAC","SG,G","535","FA","27","","1","TBA","14.07","0","-","20",".461","4.6","4.8",".814","34.4","12.9","7.3","2.4","1.3","3.8"
"*03e7e*","Thanasis Antetokounmpo","MIL","SF","536","FA","33","","1","TBA","14.04","0","-","20",".490","2.3","5.4",".771","31.4","14.2","9.4","3.3","1.9","6.1"
"*06cep*","Jacob Toppin","ATL","SF","537","FA","25","","1","TBA","13.12","0","-","20",".476","3","3.6",".818","24.5","9.8","4.8","2.2","1.2","3.5"
"*06cde*","Chris Livingston","MIL","SF","538","FA","21","","1","TBA","12.81","0","-","20",".463","2.3","3.3",".786","21.7","10","4.7","2.2","1","3.5"
"*05qtm*","Precious Achiuwa","MIA","PF,C","539","FA","26","","1","TBA","11.98","8","293.4","65","0","0","0","0","0","0","0","0","0","0"
"*05ujr*","Charles Bassey","ATL","C","540","FA","24","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*027oq*","Bismack Biyombo","SA","C","541","FA","33","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*042nw*","Malcolm Brogdon","NY","PG,G","542","pat","32","","1","TBA","11.98","12","292.9","20","0","0","0","0","0","0","0","0","0","0"
"*0622b*","Kendall Brown","BOS","SG,G","543","FA","22","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*04ex5*","Thomas Bryant","CLE","C","544","FA","28","","1","TBA","11.98","4","293.4","20","0","0","0","0","0","0","0","0","0","0"
"*05ujm*","Sharife Cooper","WAS","PG,G","545","FA","24","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*05wvu*","David Duke","PHO","SG,G","546","FA","25","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*06hfc*","Tosan Evbuomwan","NY","SF","547","FA","24","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*063u8*","Mouhamadou Gueye","CHI","PF","548","FA","27","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*06cp1*","DMoi Hodge","(N/A)","SG,G","549","FA","26","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*05uj0*","Bones Hyland","MIN","PG,G","550","FA","25","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*06him*","Trey Jemison","NY","C","551","FA","25","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*06225*","Trevor Keels","MIA","SG,G","552","FA","22","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*052fs*","Garrison Mathews","NY","SG,G,SF","553","FA","28","","1","TBA","11.98","0","-","55","0","0","0","0","0","0","0","0","0","0"
"*06prn*","Gabe McGlothan","IND","SF,PF","554","FA","26","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*04exe*","Monte Morris","IND","PG,G","555","FA","30","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*05uj7*","Jason Preston","LAC","PG,G","556","FA","26","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*06pvt*","Cormac Ryan","MIL","PG,SG,G","557","FA","26","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*05xco*","Matt Ryan","NY","SF","558","FA","28","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*04qs3*","Landry Shamet","NY","SG,G","559","FA","28","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*06nz5*","Jamarion Sharp","(N/A)","C","560","FA","24","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*06cdk*","Jalen Slawson","IND","SF","561","FA","25","","1","TBA","11.98","0","-","20","0","0","0","0","0","0","0","0","0","0"
"*049s5*","Dennis Smith","DAL","PG,G","562","FA","27","","1","TBA","11.98","0","-","55","0","0","0","0","0","0","0","0","0","0"
"*063e4*","Awudu Abass","(N/A)","PF","563","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06ptq*","Max Abmas","(N/A)","PG,G","564","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031mi*","lex Abrines","(N/A)","SG,G,SF","565","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02ng1*","Quincy Acy","PHO","SF,PF","566","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059ch*","Jalen Adams","(N/A)","PG,G","567","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04rvy*","Jaylen Adams","(N/A)","PG,G","568","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03e6q*","Jordan Adams","(N/A)","SG,G","569","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06238*","Jalen Adaway","(N/A)","SG,G","570","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04vxy*","Deng Adel","(N/A)","C","571","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mlx*","Melvin Ajinca","DAL","SF,PF","572","FA","21","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06pw4*","James Akinjo","(N/A)","PG,SG,G","573","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04uq3*","DeVaughn Akoon-Purcell","(N/A)","PG,G","574","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02ngh*","Furkan Aldemir","(N/A)","PF","575","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03acw*","Cliff Alexander","(N/A)","PF","576","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*052h3*","Kyle Alexander","(N/A)","PF","577","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qvw*","Ty-Shon Alexander","(N/A)","SG,G","578","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04lcd*","Bryce Alford","(N/A)","PG,G","579","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04sxx*","Rawle Alkins","(N/A)","SG,G","580","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04exg*","Kadeem Allen","NY","SG,G","581","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059z0*","Marcus Allen","(N/A)","PG,G","582","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06ho3*","Timmy Allen","(N/A)","SF","583","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05wvw*","Derrick Alston","(N/A)","SG,G,SF","584","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mos*","Keve Aluma","(N/A)","SF,PF","585","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*01uyk*","Al-Farouq Aminu","(N/A)","SF,PF","586","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03nwr*","Justin Anderson","(N/A)","SG,G,SF","587","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0480b*","Andrew Andrews","(N/A)","PG,G","588","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xgi*","Braian Angola-Rodas","(N/A)","SG,G","589","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04exa*","Ike Anigbogu","(N/A)","C","590","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qt0*","Kostas Antetokounmpo","(N/A)","PF","591","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03kqq*","Keith Appling","(N/A)","PG,G","592","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*043un*","Ryan Arcidiacono","(N/A)","PG,G","593","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*065vb*","Adonis Arms","(N/A)","SF,PF","594","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04k0p*","Jamel Artis","(N/A)","SF","595","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03sgl*","Brandon Ashley","(N/A)","PF","596","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03whv*","Darion Atkins","(N/A)","PF","597","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03xmr*","Eric Atkins","(N/A)","PG,G","598","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hin*","Chase Audige","(N/A)","PG,SG,G","599","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0483i*","Zach Auguste","(N/A)","PF","600","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0723g*","Zack Austin","OKC","SF,PF","601","FA","24","HOU Tue 4:30PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mod*","Luke Avdalovic","(N/A)","PG,G","602","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*048zw*","J.J. Avila","(N/A)","SF","603","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uur*","Joel Ayayi","(N/A)","SG,G","604","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qu5*","Udoka Azubuike","(N/A)","C","605","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059dn*","Yudai Baba","(N/A)","SF","606","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03wr5*","Jordan Bachynski","(N/A)","C","607","FA","36","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ex3*","Dwayne Bacon","(N/A)","SG,G","608","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06pvx*","Armando Bacot","(N/A)","SF,PF,C","609","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*065b6*","Ibou Badji","CHA","C","610","FA","22","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cdb*","Amari Bailey","(N/A)","PG,G","611","FA","21","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03e7c*","Cameron Bairstow","(N/A)","PF,C","612","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*043ck*","Ron Baker","(N/A)","PG,SG,G","613","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*048zq*","Gracin Bakumanya","(N/A)","C","614","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042nc*","Wade Baldwin IV","(N/A)","PG,G","615","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qz3*","LiAngelo Ball","(N/A)","SG,G","616","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05wql*","Mitch Ballock","(N/A)","SG,G","617","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0440z*","Ondrej Balvin","(N/A)","C","618","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*049kf*","Mo Bamba","UTA","C","619","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xo0*","James Banks","CHA","C","620","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05ujk*","Dalano Banton","DAL","PG,SG,G","621","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04804*","Anthony Barber","(N/A)","PG,G","622","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xhp*","Jaylen Barford","(N/A)","PG,G","623","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04vy3*","Jordan Barnett","(N/A)","SF","624","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02ng4*","Will Barton","(N/A)","SG,G","625","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05ybb*","Paris Bass","(N/A)","SF","626","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cd3*","Emoni Bates","PHI","SF","627","FA","21","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qso*","Keita Bates-Diop","(N/A)","SF","628","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mnw*","RaeQuan Battle","(N/A)","PG,SG,G","629","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059vt*","Tyus Battle","(N/A)","SG,G","630","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03ku0*","Kadeem Batts","(N/A)","PF","631","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hfb*","Damion Baugh","PHO","SG,G","632","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xp2*","Troy Baxter","(N/A)","SF","633","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02qe4*","Kent Bazemore","(N/A)","SG,G,SF","634","FA","36","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051p3*","Darius Bazley","(N/A)","PF","635","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04jw6*","V.J. Beachem","(N/A)","SF","636","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*065uu*","Justin Bean","(N/A)","SF,PF","637","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042ne*","Malik Beasley","DET","SG,G","638","Joel","28","","15","TBA","0","45","249.3","0","0","0","0","0","0","0","0","0","0","0"
"*0621n*","MarJon Beauchamp","NY","SF","639","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06he2*","Charles Bediako","DET","C","640","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05ujj*","Juhann Begarin","(N/A)","PG,SG,G","641","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ex1*","Jordan Bell","(N/A)","C","642","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042ng*","DeAndre Bembry","(N/A)","SF,PF","643","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03xmu*","Dragan Bender","GS","PF,C","644","FA","27","@LAL Tue 7:00PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03kuc*","Jerrelle Benimon","UTA","PF","645","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031lo*","Anthony Bennett","(N/A)","SF,PF","646","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042oa*","Ben Bentil","DAL","SF,PF","647","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*065vd*","Jules Bernard","MIN","SG,G","648","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04vu0*","Joel Berry II","(N/A)","PG,G","649","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04yvw*","Dairis Bertans","(N/A)","SG,G","650","FA","36","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*027pt*","Davis Bertans","(N/A)","PF","651","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059fs*","Javon Bess","(N/A)","SG,G","652","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0622l*","Hugo Besson","(N/A)","PG,G","653","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qss*","Tyler Bey","(N/A)","SF","654","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xo5*","Giorgi Bezhanishvili","(N/A)","PF","655","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03iy1*","Sim Bhullar","SAC","C","656","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xif*","Justin Bibbs","(N/A)","SG,G","657","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cdi*","Tarik Biberovic","(N/A)","SF","658","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059ci*","Kavell Bigby-Williams","(N/A)","C","659","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*065h6*","Marcus Bingham","(N/A)","SF,PF","660","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03kdj*","Khem Birch","(N/A)","C","661","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04exj*","Jabari Bird","(N/A)","SG,G","662","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06dq7*","Onuralp Bitim","(N/A)","SG,G","663","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06dob*","Leaky Black","(N/A)","SF","664","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03jr4*","Tarik Black","(N/A)","PF,C","665","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04fke*","James Blackmon Jr.","(N/A)","SG,G","666","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ggl*","Antonio Blakeney","(N/A)","PG,G","667","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*01uyx*","Eric Bledsoe","(N/A)","PG,G","668","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059q8*","Keljin Blevins","(N/A)","SG,G","669","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04exm*","Jaron Blossomgame","(N/A)","SF","670","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0393h*","Vander Blue","(N/A)","PG,G","671","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04sax*","Trevon Bluiett","(N/A)","PG,SG,G","672","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059y5*","Bennie Boatwright","(N/A)","PF","673","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*062d2*","Buddy Boeheim","(N/A)","SF","674","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051po*","Bol Bol","PHO","PF,C","675","Mitch","25","","6","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ewz*","Jonah Bolden","PHO","PF","676","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059q2*","Marques Bolden","GS","C","677","FA","27","@LAL Tue 7:00PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qsw*","Leandro Bolmaro","(N/A)","SG,G","678","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042ob*","Joel Bolomboy","(N/A)","PF","679","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xmx*","Tim Bond","(N/A)","SG,G","680","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051q1*","Jordan Bone","(N/A)","PG,G","681","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qsg*","Isaac Bonga","(N/A)","SG,G","682","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
