"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","Score","%D","ADP","GP","FG%","3PTM","FTM","FT%","PTS","REB","AST","ST","BLK","TO"
"*03r7o*","Anthony Brown","(N/A)","SF","705","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059g4*","Bryce Brown","(N/A)","PG,SG,G","706","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059cd*","Charlie Brown","(N/A)","SG,G","707","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uut*","Chaundee Brown","(N/A)","SG,G","708","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*063cz*","Gabe Brown","(N/A)","SF,PF","709","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05ujh*","Greg Brown","(N/A)","PF","710","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03kqr*","Jabari Brown","(N/A)","SG,G","711","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031n2*","Lorenzo Brown","(N/A)","PG,G","712","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03e78*","Markel Brown","(N/A)","SG,G","713","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0598b*","Moses Brown","DEN","C","714","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ex9*","Sterling Brown","(N/A)","SG,G","715","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0666e*","Tevin Brown","(N/A)","PG,SG,G","716","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qrs*","Troy Brown","(N/A)","SF","717","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*043vz*","Nicolas Brussino","(N/A)","SG,G,SF","718","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05s01*","Elijah Bryant","(N/A)","SG,G,SF","719","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05r0f*","Shaq Buchanan","(N/A)","PG,G","720","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06qq7*","Boo Buie","(N/A)","PG,SG,G","721","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031mc*","Reggie Bullock","(N/A)","SF","722","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031lw*","Trey Burke","(N/A)","PG,G","723","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*027ov*","Alec Burks","MIA","SG,G","724","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mm9*","DJ Burns","CLE","SF,PF","725","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xok*","Jordan Burns","(N/A)","PG,G","726","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03kt8*","Deonte Burton","(N/A)","PG,G","727","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*07231*","Tyler Burton","MEM","SF,PF","728","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mp1*","JC Butler","(N/A)","SF,PF","729","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*065vc*","John Butler","(N/A)","C","730","FA","22","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03e6o*","Bruno Caboclo","(N/A)","SF,PF","731","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059cc*","Devontae Cacok","(N/A)","PF","732","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059q9*","Perrion Callandret","(N/A)","PG,G","733","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qv8*","Facundo Campazzo","(N/A)","PG,G","734","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031mk*","Isaiah Canaan","MIL","PG,G","735","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04exc*","Vlatko Cancar","DEN","PF","736","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059vy*","Devin Cannady","(N/A)","PG,G","737","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qtn*","Vernon Carey","(N/A)","C","738","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*052u4*","Jordan Caroline","(N/A)","SF","739","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xl5*","Phillip Carr","(N/A)","PF","740","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qsr*","Tony Carr","(N/A)","PG,G","741","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04vu1*","Jeffrey Carroll","(N/A)","SG,G","742","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03x59*","Sampson Carter","(N/A)","PF","743","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031ly*","Michael Carter-Williams","(N/A)","PG,G","744","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05wvx*","D.J. Carton","(N/A)","SG,G","745","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03wlh*","Kyle Casey","(N/A)","PF","746","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03apz*","Willie Cauley-Stein","(N/A)","C","747","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04kjg*","Troy Caupain","(N/A)","SG,G","748","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04kpp*","Tyler Cavanaugh","(N/A)","PF,C","749","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qzv*","Ahmad Caver","(N/A)","PG,G","750","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cnb*","Malcolm Cazalon","(N/A)","SG,G","751","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06221*","Kennedy Chandler","PHI","PG,G","752","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xhq*","Joe Chealey","(N/A)","PG,G","753","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0554x*","Zylan Cheatham","(N/A)","SF","754","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03h91*","Will Cherry","(N/A)","PG,G","755","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qzi*","Yoeli Childs","(N/A)","SF","756","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xgm*","Chris Chiozza","(N/A)","PG,G","757","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042n5*","Marquese Chriss","(N/A)","PF","758","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03r7q*","Rakeem Christmas","(N/A)","PF","759","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uiy*","Josh Christopher","MIA","SG,G","760","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*07215*","Moussa Cisse","DAL","C","761","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ug6*","Gary Clark","(N/A)","SF","762","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*033h9*","Ian Clark","(N/A)","PG,SG,G","763","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hsm*","Kihei Clark","(N/A)","PG,G","764","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03woy*","Coty Clarke","BOS","SF","765","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04hot*","Gian Clavell","(N/A)","PG,G","766","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0570u*","Chris Clemons","(N/A)","PG,SG,G","767","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04laz*","Antonius Cleveland","(N/A)","SG,G","768","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0722e*","Matthew Cleveland","DAL","PG,SG,G","769","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xac*","Matt Coleman","(N/A)","PG,G","770","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06ho6*","Yuri Collins","(N/A)","PG,G","771","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*044ia*","Kyle Collinsworth","(N/A)","SG,G","772","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xhu*","Bonzie Colson","(N/A)","SF","773","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06aw1*","Chance Comanche","(N/A)","C","774","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06giy*","George Conditt","(N/A)","PF","775","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0484m*","Elgin Cook","(N/A)","SF","776","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qzl*","Keandre Cook","(N/A)","SG,G","777","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03xh1*","Quinn Cook","(N/A)","PG,G","778","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*057ot*","Tyler Cook","(N/A)","PF","779","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*048zr*","Derek Cooke Jr.","(N/A)","PF","780","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04is9*","Charles Cooke","MIA","SG,G","781","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06fzs*","Javonte Cooke","(N/A)","SG,G","782","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06ajv*","Xavier Cooks","(N/A)","PF","783","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03j8m*","Jack Cooley","(N/A)","PF,C","784","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042oc*","Petr Cornelie","(N/A)","PF","785","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04838*","Matt Costello","(N/A)","PF","786","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03i9w*","Bryce Cotton","(N/A)","PG,G","787","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*01uz3*","DeMarcus Cousins","(N/A)","C","788","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042oi*","Isaiah Cousins","(N/A)","SG,G","789","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*049lf*","Jaleel Cousins","(N/A)","C","790","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*038xi*","Robert Covington","(N/A)","SF","791","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031mh*","Allen Crabbe","(N/A)","SG,G,SF","792","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03jvr*","Aaron Craft","(N/A)","PG,G","793","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04jw5*","Torrey Craig","BOS","SF","794","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03ktw*","Chris Crawford","(N/A)","SG,G","795","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03ku1*","Drew Crawford","(N/A)","SG,G","796","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xjp*","Mitch Creek","(N/A)","SG,G","797","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mnx*","Kevin Cross","(N/A)","SF,PF","798","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02nfy*","Jae Crowder","SAC","PF","799","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0723e*","Steven Crowl","UTA","SF,PF","800","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xni*","Jalen Crutcher","ORL","PG,G","801","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*07243*","L.J. Cryer","GS","PG,SG,G","802","FA","23","@LAL Tue 7:00PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06ppp*","Yongxi Cui","(N/A)","SG,G","803","FA","22","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xp3*","Derek Culver","(N/A)","C","804","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051om*","Jarrett Culver","(N/A)","SG,G","805","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05ya0*","Jarron Cumberland","(N/A)","SG,G","806","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03woc*","Will Cummings","(N/A)","PG,G","807","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02nfo*","Jared Cunningham","(N/A)","PG,SG,G","808","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*038ia*","Seth Curry","GS","SG,G","809","FA","35","@LAL Tue 7:00PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0392h*","Olek Czyz","(N/A)","SF","810","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*07244*","Dain Dainja","MIA","SF,PF","811","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06cen*","Caleb Daniels","(N/A)","SG,G","812","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0393p*","Troy Daniels","(N/A)","PG,SG,G","813","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qyr*","Nate Darling","(N/A)","SG,G","814","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*038i9*","Brandon Davies","(N/A)","PF","815","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hf9*","Antoine Davis","(N/A)","PG,G","816","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042ns*","Deyonta Davis","(N/A)","PF","817","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0724o*","Johnell Davis","ORL","PG,SG,G","818","FA","0","","1","TBA","0","-","-","0","0","0","0","0","0","0","0","0","0","0"
"*06219*","Johnny Davis","(N/A)","SG,G","819","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059u3*","Jon Davis","(N/A)","PG,G","820","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06hdx*","Kendric Davis","(N/A)","PG,G","821","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04vxz*","Tyler Davis","(N/A)","C","822","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03kqm*","Andre Dawkins","BOS","SG,G","823","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059cj*","Aubrey Dawkins","(N/A)","SG,G","824","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03r89*","Branden Dawson","(N/A)","SF,PF","825","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0483k*","Shawn Dawson","(N/A)","SF","826","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*062sp*","Darius Days","PHI","PF","827","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04lcm*","George de Paula","(N/A)","PG,G","1673","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05rk9*","Gabriel Deck","(N/A)","SF,PF","829","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*038xl*","Dewayne Dedmon","(N/A)","C","830","FA","36","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03ulp*","Bryce Dejean-Jones","NO","PG,SG,G","831","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03byi*","Sam Dekker","(N/A)","SF,PF","832","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qys*","Javin DeLaurier","(N/A)","PF,C","828","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xhx*","Angel Delgado","(N/A)","C","833","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*038og*","Matthew Dellavedova","(N/A)","PG,G","834","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06666*","Eric Demers","(N/A)","PG,SG,G","835","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04z79*","Cody Demps","SAC","SG,G","836","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06eo4*","Dexter Dennis","SAC","SG,G","837","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04vy0*","Marcus Derrickson","(N/A)","PF","838","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0623b*","Michael Devoe","(N/A)","SG,G","839","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qvv*","Mamadi Diakite","(N/A)","PF","840","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03llu*","Cheick Diallo","(N/A)","PF,C","841","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*049sa*","Hamidou Diallo","(N/A)","SG,G","842","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qz6*","Lamine Diane","(N/A)","SF,PF","843","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mo7*","Mohamed Diarra","(N/A)","PF","844","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031m8*","Gorgui Dieng","(N/A)","C","845","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06222*","Khalifa Diop","(N/A)","C","846","FA","23","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06ptx*","Marcus Domask","(N/A)","SF","847","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ex4*","Tyler Dorsey","(N/A)","PG,SG,G","848","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ex7*","Damyean Dotson","(N/A)","SG,G","849","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qsu*","Devon Dotson","(N/A)","PG,SG,G","850","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051ov*","Sekou Doumbouya","(N/A)","SF,PF","851","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05wkd*","Jeff Dowtin","PHI","PG,G","852","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04idm*","Milton Doyle","(N/A)","PG,G","853","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ik2*","PJ Dozier","(N/A)","SG,G","854","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06gnm*","Henri Drell","(N/A)","SF","855","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*038xh*","Larry Drew II","NO","PG,G","856","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uin*","Chris Duarte","(N/A)","SG,G","857","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mmj*","Alex Ducas","OKC","SG,G,SF","858","FA","24","HOU Tue 4:30PM","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03sdf*","Duje Dukan","(N/A)","SF","859","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*049pk*","Kellen Dunham","(N/A)","SG,G","860","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*064s8*","Anthony Duruji","(N/A)","SF,PF","861","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*049kg*","Trevon Duval","(N/A)","PG,G","862","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03e70*","Cleanthony Early","(N/A)","SF","863","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mo6*","Sean East","(N/A)","PG,G","864","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*01uzb*","Devin Ebanks","(N/A)","SG,G,SF","865","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05qxu*","Paul Eboua","(N/A)","SF,PF","866","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05uxy*","Jaime Echenique","(N/A)","C","867","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03ku7*","Jarell Eddie","CHI","SG,G","868","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051pd*","Carsen Edwards","DET","SG,G","869","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mq1*","Jesse Edwards","MIN","C","870","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*065b7*","Kyler Edwards","(N/A)","PG,SG,G","871","FA","26","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xcl*","Rob Edwards","(N/A)","SG,G","872","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qss*","Vincent Edwards","(N/A)","SF","873","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*059g6*","John Egbunu","(N/A)","C","874","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03wow*","Nnanna Egwu","(N/A)","C","875","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03hz0*","Melvin Ejim","(N/A)","SF,PF","876","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05quc*","CJ Elleby","(N/A)","SF","877","FA","25","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042nd*","Henry Ellenson","TOR","PF","878","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06pw5*","Boogie Ellis","(N/A)","PG,G","879","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*048yi*","Perry Ellis","(N/A)","PF","880","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05y9z*","Malik Ellison","(N/A)","PG,SG,G,SF,PF","881","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06prk*","Tristan Enaruna","CLE","SF","882","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031n0*","James Ennis","(N/A)","SF","883","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03byh*","Tyler Ennis","(N/A)","PG,G","884","FA","31","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06q8b*","Aaron Estrada","(N/A)","PG,G","885","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04qs5*","Jacob Evans","(N/A)","SG,G","886","FA","28","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ex2*","Jawun Evans","(N/A)","PG,G","887","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04xie*","Keenan Evans","DET","PG,G","888","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*01eoh*","Tyreke Evans","(N/A)","PG,SG,G","889","FA","36","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*02nfu*","Festus Ezeli","(N/A)","C","890","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03jxp*","C.J. Fair","(N/A)","PF","891","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0558u*","Tacko Fall","(N/A)","C","892","FA","29","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*027p7*","Kenneth Faried","(N/A)","PF,C","893","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*01uyt*","Derrick Favors","(N/A)","PF,C","894","FA","34","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*042od*","Kay Felder","(N/A)","PG,G","895","FA","30","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*03rxn*","Cristiano Felicio","(N/A)","C","896","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*031mj*","Carrick Felix","(N/A)","SG,G,SF","897","FA","35","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*04ewl*","Terrance Ferguson","(N/A)","SG,G,SF","898","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*049le*","Vashil Fernandez","(N/A)","C","899","FA","33","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*051pe*","Bruno Fernando","(N/A)","C","900","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*0483a*","Yogi Ferrell","(N/A)","PG,SG,G","901","FA","32","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*06mot*","Max Fiedler","(N/A)","SF,PF","902","FA","24","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"*05xoj*","L.J. Figueroa","(N/A)","PG,SG,G,SF,PF","903","FA","27","","1","TBA","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
